id,amplitude,label,time [s]
96,5.32,8.0,1594227281.9311812
97,-4.1,8.0,1594227281.9409573
98,-13.2396,8.0,1594227281.9507337
99,11.24,8.0,1594227281.9605095
100,-3.02,8.0,1594227281.9702857
101,3.32,8.0,1594227281.9800618
102,-6.66,8.0,1594227281.9898381
103,3.56,8.0,1594227281.999614
104,0.54,8.0,1594227282.00939
105,3.3,8.0,1594227282.0191662
106,-0.04,8.0,1594227282.0289426
107,-4.46,8.0,1594227282.0387185
108,-3.8,8.0,1594227282.0484946
109,-5.06,8.0,1594227282.0582707
110,-15.97,8.0,1594227282.0680466
111,-10.79,8.0,1594227282.0778232
112,8.13,8.0,1594227282.087599
113,2.38,8.0,1594227282.0973752
114,-8.3,8.0,1594227282.1071513
115,3.75,8.0,1594227282.1169276
116,12.36,8.0,1594227282.1267035
117,10.73,8.0,1594227282.1364794
118,4.67,8.0,1594227282.1462555
119,-1.69,8.0,1594227282.1560318
120,15.2,8.0,1594227282.165808
121,9.49,8.0,1594227282.175584
122,4.48,8.0,1594227282.1853602
123,3.62,8.0,1594227282.1951365
124,18.17,8.0,1594227282.2049124
125,11.17,8.0,1594227282.2146885
126,-4.47,8.0,1594227282.2244651
127,-18.63,8.0,1594227282.2342408
128,-17.65,8.0,1594227282.244017
129,-13.34,8.0,1594227282.253793
130,-15.72,8.0,1594227282.2635686
131,-5.72,8.0,1594227282.2733452
132,-3.13,8.0,1594227282.2831213
133,-2.23,8.0,1594227282.2928975
134,8.74,8.0,1594227282.3026733
135,0.69,8.0,1594227282.3124495
136,-7.91,8.0,1594227282.3222258
137,-12.78,8.0,1594227282.332002
138,-4.67,8.0,1594227282.341778
139,-10.32,8.0,1594227282.3515544
140,5.77,8.0,1594227282.3613305
141,-0.91,8.0,1594227282.3711064
142,0.99,8.0,1594227282.3808825
143,8.5,8.0,1594227282.3906586
144,23.65,8.0,1594227282.4004347
145,14.97,8.0,1594227282.4102108
146,1.93,8.0,1594227282.419987
147,1.69,8.0,1594227282.429763
148,2.66,8.0,1594227282.4395392
149,-27.02,8.0,1594227282.4493153
150,-41.35,8.0,1594227282.4590914
151,-8.23,8.0,1594227282.4688675
152,5.37,8.0,1594227282.4786437
153,7.18,8.0,1594227282.4884198
154,12.9,8.0,1594227282.4981961
155,-6.66,8.0,1594227282.507972
156,-17.69,8.0,1594227282.517748
157,-4.11,8.0,1594227282.5275242
158,4.12,8.0,1594227282.5373006
159,-3.83,8.0,1594227282.5470765
160,2.64,8.0,1594227282.5568526
161,27.19,8.0,1594227282.5666287
162,11.35,8.0,1594227282.5764046
163,-15.89,8.0,1594227282.5861812
164,20.39,8.0,1594227282.595957
165,0.74,8.0,1594227282.6057332
166,-13.93,8.0,1594227282.6155093
167,5.34,8.0,1594227282.6252856
168,20.15,8.0,1594227282.6350615
169,9.69,8.0,1594227282.6448376
170,-7.76,8.0,1594227282.6546135
171,5.45,8.0,1594227282.6643898
172,-4.23,8.0,1594227282.674166
173,-13.85,8.0,1594227282.683942
174,-28.27,8.0,1594227282.6937182
175,-16.97,8.0,1594227282.7034945
176,-5.99,8.0,1594227282.7132704
177,7.4,8.0,1594227282.7230465
178,2.37,8.0,1594227282.7328227
179,-4.9,8.0,1594227282.7425988
180,13.36,8.0,1594227282.752375
181,8.26,8.0,1594227282.762151
182,-14.76,8.0,1594227282.7719266
183,-2.77,8.0,1594227282.7817032
184,7.04,8.0,1594227282.7914793
185,-2.85,8.0,1594227282.8012555
186,17.18,8.0,1594227282.8110313
187,6.4,8.0,1594227282.8208075
188,3.05,8.0,1594227282.8305838
189,5.04,8.0,1594227282.84036
190,14.26,8.0,1594227282.850136
191,-18.97,8.0,1594227282.8599124
192,-14.95,8.0,1594227282.8696885
193,21.53,8.0,1594227282.8794644
194,16.76,8.0,1594227282.8892405
195,4.78,8.0,1594227282.8990164
196,7.58,8.0,1594227282.9087927
197,-5.77,8.0,1594227282.9185688
198,-13.29,8.0,1594227282.928345
199,2.52,8.0,1594227282.938121
200,-6.26,8.0,1594227282.9478972
201,-24.34,8.0,1594227282.9576733
202,-15.65,8.0,1594227282.9674494
203,10.27,8.0,1594227282.9772255
204,-7.96,8.0,1594227282.9870017
205,-19.53,8.0,1594227282.9967778
206,-11.21,8.0,1594227283.006554
207,5.1,8.0,1594227283.01633
208,-1.65,8.0,1594227283.026106
209,-0.67,8.0,1594227283.0358822
210,-4.51,8.0,1594227283.0456586
211,-6.13,8.0,1594227283.0554345
212,-5.61,8.0,1594227283.0652106
213,7.68,8.0,1594227283.0749867
214,7.0,8.0,1594227283.0847628
215,6.82,8.0,1594227283.0945392
216,-3.62,8.0,1594227283.104315
217,15.86,8.0,1594227283.1140912
218,-3.17,8.0,1594227283.1238673
219,-29.38,8.0,1594227283.1336436
220,-13.78,8.0,1594227283.1434195
221,-12.27,8.0,1594227283.1531956
222,-26.84,8.0,1594227283.1629715
223,-2.63,8.0,1594227283.172748
224,12.25,8.0,1594227283.182524
225,5.06,8.0,1594227283.1923
226,10.1,8.0,1594227283.2020762
227,14.45,8.0,1594227283.2118526
228,0.05,8.0,1594227283.2216284
229,3.98,8.0,1594227283.2314045
230,21.69,8.0,1594227283.2411807
231,-11.67,8.0,1594227283.2509568
232,-5.72,8.0,1594227283.260733
233,3.37,8.0,1594227283.270509
234,11.78,8.0,1594227283.2802851
235,16.71,8.0,1594227283.2900612
236,3.1,8.0,1594227283.2998376
237,-3.61,8.0,1594227283.3096135
238,2.6,8.0,1594227283.3193893
239,-11.04,8.0,1594227283.3291655
240,-24.4,8.0,1594227283.3389418
241,-24.9,8.0,1594227283.348718
242,5.39,8.0,1594227283.358494
243,31.95,8.0,1594227283.3682704
244,40.07,8.0,1594227283.3780465
245,-33.8,8.0,1594227283.3878224
246,-28.84,8.0,1594227283.3975985
247,0.25,8.0,1594227283.4073744
248,5.49,8.0,1594227283.4171507
249,-9.27,8.0,1594227283.4269269
250,-6.55,8.0,1594227283.436703
251,13.29,8.0,1594227283.4464786
252,10.49,8.0,1594227283.4562552
253,-5.05,8.0,1594227283.4660313
254,1.26,8.0,1594227283.4758074
255,23.73,8.0,1594227283.4855835
256,30.19,8.0,1594227283.4953597
257,8.09,8.0,1594227283.5051358
258,-20.2,8.0,1594227283.514912
259,-18.58,8.0,1594227283.524688
260,-8.12,8.0,1594227283.5344641
261,-15.96,8.0,1594227283.5442402
262,-12.98,8.0,1594227283.5540164
263,2.84,8.0,1594227283.5637925
264,9.55,8.0,1594227283.5735686
265,-1.94,8.0,1594227283.5833447
266,3.65,8.0,1594227283.5931208
267,7.53,8.0,1594227283.6028972
268,11.96,8.0,1594227283.612673
269,-10.39,8.0,1594227283.6224492
270,29.48,8.0,1594227283.6322253
271,30.45,8.0,1594227283.6420016
272,-5.08,8.0,1594227283.6517775
273,-86.58,8.0,1594227283.6615536
274,-41.55,8.0,1594227283.6713295
275,120.8,8.0,1594227283.681106
276,2.58,8.0,1594227283.690882
277,8.65,8.0,1594227283.700658
278,-71.64,8.0,1594227283.7104342
279,41.65,8.0,1594227283.7202106
280,46.31,8.0,1594227283.7299864
281,3.09,8.0,1594227283.7397625
282,11.02,8.0,1594227283.7495387
283,-19.47,8.0,1594227283.7593148
284,-53.23,8.0,1594227283.7690911
285,20.71,8.0,1594227283.778867
286,21.6,8.0,1594227283.7886431
287,83.34,8.0,1594227283.7984192
288,85.13,8.0,1594227283.8081956
289,-197.85,8.0,1594227283.8179715
290,-134.68,8.0,1594227283.8277473
291,-26.29,8.0,1594227283.8375235
292,30.44,8.0,1594227283.8472998
293,-11.33,8.0,1594227283.857076
294,36.91,8.0,1594227283.866852
295,63.73,8.0,1594227283.8766284
296,103.62,8.0,1594227283.8864045
297,66.17,8.0,1594227283.8961804
298,15.12,8.0,1594227283.9059565
299,-7.02,8.0,1594227283.9157324
300,9.06,8.0,1594227283.9255087
301,5.05,8.0,1594227283.9352849
302,-0.15,8.0,1594227283.945061
303,-19.17,8.0,1594227283.9548366
304,-8.71,8.0,1594227283.9646132
305,1.62,8.0,1594227283.9743893
306,-6.2,8.0,1594227283.9841654
307,-0.82,8.0,1594227283.9939413
308,-16.05,8.0,1594227284.0037177
309,3.51,8.0,1594227284.0134938
310,13.06,8.0,1594227284.02327
311,-10.97,8.0,1594227284.033046
312,-15.98,8.0,1594227284.0428221
313,-27.28,8.0,1594227284.0525982
314,-21.2,8.0,1594227284.0623744
315,-4.14,8.0,1594227284.0721505
316,1.72,8.0,1594227284.0819266
317,11.59,8.0,1594227284.0917027
318,10.79,8.0,1594227284.1014788
319,-0.59,8.0,1594227284.1112552
320,-19.73,8.0,1594227284.121031
321,-12.49,8.0,1594227284.1308072
322,-25.08,8.0,1594227284.1405833
323,-35.72,8.0,1594227284.1503596
324,-10.97,8.0,1594227284.1601355
325,-2.58,8.0,1594227284.1699116
326,6.09,8.0,1594227284.1796875
327,-5.52,8.0,1594227284.189464
328,-5.34,8.0,1594227284.19924
329,6.17,8.0,1594227284.209016
330,-1.77,8.0,1594227284.2187922
331,8.68,8.0,1594227284.2285686
332,16.52,8.0,1594227284.2383444
333,-8.09,8.0,1594227284.2481205
334,-28.37,8.0,1594227284.2578967
335,-23.38,8.0,1594227284.2676725
336,13.62,8.0,1594227284.2774491
337,29.06,8.0,1594227284.287225
338,-7.33,8.0,1594227284.2970011
339,-27.71,8.0,1594227284.3067772
340,2.75,8.0,1594227284.3165536
341,27.71,8.0,1594227284.3263295
342,-16.05,8.0,1594227284.3361056
343,17.08,8.0,1594227284.3458815
344,-19.32,8.0,1594227284.3556578
345,-38.18,8.0,1594227284.365434
346,-12.41,8.0,1594227284.37521
347,-11.37,8.0,1594227284.3849866
348,-7.59,8.0,1594227284.3947625
349,19.01,8.0,1594227284.4045384
350,4.02,8.0,1594227284.4143145
351,-7.08,8.0,1594227284.4240904
352,-5.26,8.0,1594227284.4338667
353,-24.93,8.0,1594227284.4436429
354,19.25,8.0,1594227284.453419
355,-13.88,8.0,1594227284.4631946
356,-23.88,8.0,1594227284.4729712
357,-36.26,8.0,1594227284.4827473
358,2.83,8.0,1594227284.4925234
359,26.32,8.0,1594227284.5022993
360,22.72,8.0,1594227284.5120757
361,11.41,8.0,1594227284.5218518
362,11.1,8.0,1594227284.531628
363,32.8,8.0,1594227284.541404
364,36.0,8.0,1594227284.5511801
365,41.96,8.0,1594227284.5609562
366,35.87,8.0,1594227284.5707324
367,40.36,8.0,1594227284.5805087
368,25.45,8.0,1594227284.5902846
369,-17.2,8.0,1594227284.6000607
370,-0.35,8.0,1594227284.6098368
371,-48.12,8.0,1594227284.6196132
372,-67.94,8.0,1594227284.629389
373,-69.8,8.0,1594227284.6391652
374,-12.68,8.0,1594227284.6489413
375,17.89,8.0,1594227284.6587176
376,-6.39,8.0,1594227284.6684935
377,9.56,8.0,1594227284.6782696
378,-30.08,8.0,1594227284.6880455
379,-3.89,8.0,1594227284.697822
380,-0.47,8.0,1594227284.707598
381,5.79,8.0,1594227284.717374
382,7.81,8.0,1594227284.7271502
383,1.2,8.0,1594227284.7369266
384,6.92,8.0,1594227284.7467024
385,-5.26,8.0,1594227284.7564785
386,-1.76,8.0,1594227284.7662547
387,-17.23,8.0,1594227284.7760308
388,-8.53,8.0,1594227284.7858071
389,8.1,8.0,1594227284.795583
390,2.09,8.0,1594227284.8053591
391,16.77,8.0,1594227284.8151352
392,7.37,8.0,1594227284.8249116
393,20.92,8.0,1594227284.8346875
394,22.13,8.0,1594227284.8444636
395,8.54,8.0,1594227284.8542395
396,11.89,8.0,1594227284.8640158
397,-11.03,8.0,1594227284.873792
398,-16.65,8.0,1594227284.883568
399,-14.29,8.0,1594227284.8933446
400,2.2,8.0,1594227284.9031205
401,9.95,8.0,1594227284.9128964
402,10.5,8.0,1594227284.9226725
403,6.99,8.0,1594227284.9324484
404,-19.83,8.0,1594227284.9422247
405,-12.19,8.0,1594227284.9520009
406,-24.19,8.0,1594227284.961777
407,-0.53,8.0,1594227284.9715528
408,11.98,8.0,1594227284.9813292
409,18.65,8.0,1594227284.9911053
410,21.33,8.0,1594227285.0008814
411,12.05,8.0,1594227285.0106573
412,10.03,8.0,1594227285.0204337
413,3.1,8.0,1594227285.0302098
414,-7.42,8.0,1594227285.039986
415,-17.36,8.0,1594227285.049762
416,2.79,8.0,1594227285.0595381
417,0.15,8.0,1594227285.0693142
418,-2.39,8.0,1594227285.0790904
419,6.77,8.0,1594227285.0888665
420,16.16,8.0,1594227285.0986426
421,-8.0,8.0,1594227285.1084187
422,-16.23,8.0,1594227285.1181948
423,-7.93,8.0,1594227285.1279712
424,-17.85,8.0,1594227285.137747
425,1.02,8.0,1594227285.1475232
426,10.75,8.0,1594227285.1572993
427,8.67,8.0,1594227285.1670756
428,9.96,8.0,1594227285.1768515
429,2.3,8.0,1594227285.1866276
430,27.52,8.0,1594227285.1964035
431,-64.2963,8.0,1594227285.20618
432,10.49,8.0,1594227285.215956
433,-1.62,8.0,1594227285.225732
434,3.05,8.0,1594227285.2355082
435,-5.93,8.0,1594227285.2452846
436,2.81,8.0,1594227285.2550604
437,1.47,8.0,1594227285.2648365
438,2.69,8.0,1594227285.2746127
439,0.9,8.0,1594227285.2843888
440,-3.68,8.0,1594227285.2941651
441,-4.23,8.0,1594227285.303941
442,-3.59,8.0,1594227285.3137171
443,-15.06,8.0,1594227285.3234932
444,-12.85,8.0,1594227285.3332696
445,5.58,8.0,1594227285.3430455
446,4.13,8.0,1594227285.3528216
447,-6.66,8.0,1594227285.3625975
448,0.04,8.0,1594227285.3723738
449,13.73,8.0,1594227285.38215
450,9.12,8.0,1594227285.391926
451,6.79,8.0,1594227285.4017026
452,-3.64,8.0,1594227285.4114785
453,15.64,8.0,1594227285.4212544
454,9.34,8.0,1594227285.4310305
455,5.6,8.0,1594227285.4408064
456,3.21,8.0,1594227285.4505827
457,15.25,8.0,1594227285.4603589
458,15.71,8.0,1594227285.470135
459,-4.38,8.0,1594227285.4799109
460,-15.38,8.0,1594227285.4896872
461,-19.81,8.0,1594227285.4994633
462,-12.54,8.0,1594227285.5092394
463,-14.52,8.0,1594227285.5190153
464,-9.28,8.0,1594227285.5287914
465,-1.55,8.0,1594227285.5385678
466,-4.55,8.0,1594227285.548344
467,8.48,8.0,1594227285.55812
468,2.23,8.0,1594227285.5678961
469,-6.59,8.0,1594227285.5776722
470,-14.06,8.0,1594227285.5874484
471,-3.98,8.0,1594227285.5972245
472,-12.23,8.0,1594227285.6070006
473,6.56,8.0,1594227285.6167767
474,-1.76,8.0,1594227285.6265528
475,0.74,8.0,1594227285.636329
476,5.7,8.0,1594227285.646105
477,24.57,8.0,1594227285.6558812
478,16.02,8.0,1594227285.6656573
479,4.52,8.0,1594227285.6754336
480,-0.02,8.0,1594227285.6852095
481,5.86,8.0,1594227285.6949856
482,-22.43,8.0,1594227285.7047615
483,-43.9,8.0,1594227285.714538
484,-13.18,8.0,1594227285.724314
485,4.75,8.0,1594227285.73409
486,7.62,8.0,1594227285.7438662
487,12.65,8.0,1594227285.7536426
488,-3.58,8.0,1594227285.7634184
489,-19.52,8.0,1594227285.7731946
490,-5.97,8.0,1594227285.7829707
491,4.66,8.0,1594227285.7927468
492,-2.81,8.0,1594227285.8025231
493,-0.63,8.0,1594227285.812299
494,26.53,8.0,1594227285.8220751
495,15.33,8.0,1594227285.8318512
496,-15.28,8.0,1594227285.8416276
497,14.66,8.0,1594227285.8514035
498,6.88,8.0,1594227285.8611796
499,-14.43,8.0,1594227285.8709555
500,1.6,8.0,1594227285.8807318
501,20.48,8.0,1594227285.890508
502,13.08,8.0,1594227285.900284
503,-7.41,8.0,1594227285.9100602
504,3.58,8.0,1594227285.9198365
505,-2.71,8.0,1594227285.9296124
506,-11.27,8.0,1594227285.9393885
507,-27.67,8.0,1594227285.9491644
508,-19.4,8.0,1594227285.9589407
509,-7.8,8.0,1594227285.9687169
510,5.1,8.0,1594227285.978493
511,4.8,8.0,1594227285.9882689
512,-5.52,8.0,1594227285.9980452
513,12.14,8.0,1594227286.0078213
514,9.75,8.0,1594227286.0175974
515,-11.77,8.0,1594227286.0273736
516,-5.87,8.0,1594227286.0371494
517,6.23,8.0,1594227286.0469258
518,-1.41,8.0,1594227286.056702
519,14.64,8.0,1594227286.066478
520,8.81,8.0,1594227286.076254
521,2.42,8.0,1594227286.0860302
522,3.22,8.0,1594227286.0958064
523,16.9,8.0,1594227286.1055825
524,-15.09,8.0,1594227286.1153586
525,-19.14,8.0,1594227286.1251347
526,17.0,8.0,1594227286.1349108
527,19.19,8.0,1594227286.144687
528,6.14,8.0,1594227286.154463
529,5.87,8.0,1594227286.1642392
530,0.18,8.0,1594227286.1740153
531,-17.17,8.0,1594227286.1837914
532,1.92,8.0,1594227286.1935675
533,-2.63,8.0,1594227286.2033436
534,-22.66,8.0,1594227286.2131195
535,-20.38,8.0,1594227286.222896
536,9.85,8.0,1594227286.232672
537,-4.64,8.0,1594227286.242448
538,-19.14,8.0,1594227286.2522242
539,-12.58,8.0,1594227286.2620006
540,2.62,8.0,1594227286.2717767
541,0.4,8.0,1594227286.2815526
542,-1.28,8.0,1594227286.2913287
543,-3.91,8.0,1594227286.3011048
544,-7.13,8.0,1594227286.3108811
545,-5.21,8.0,1594227286.320657
546,5.73,8.0,1594227286.3304331
547,7.02,8.0,1594227286.3402092
548,7.91,8.0,1594227286.3499856
549,-4.42,8.0,1594227286.3597615
550,14.43,8.0,1594227286.3695376
551,2.15,8.0,1594227286.3793135
552,-28.36,8.0,1594227286.3890898
553,-14.5,8.0,1594227286.398866
554,-14.24,8.0,1594227286.408642
555,-24.51,8.0,1594227286.4184182
556,-7.23,8.0,1594227286.4281945
557,12.05,8.0,1594227286.4379704
558,8.18,8.0,1594227286.4477465
559,4.72,8.0,1594227286.4575224
560,17.47,8.0,1594227286.4672987
561,-1.26,8.0,1594227286.4770749
562,3.64,8.0,1594227286.486851
563,23.69,8.0,1594227286.4966269
564,-8.52,8.0,1594227286.5064032
565,-6.77,8.0,1594227286.5161793
566,-1.56,8.0,1594227286.5259554
567,12.44,8.0,1594227286.5357316
568,17.8,8.0,1594227286.5455074
569,6.36,8.0,1594227286.5552838
570,-3.39,8.0,1594227286.56506
571,1.87,8.0,1594227286.574836
572,-9.59,8.0,1594227286.584612
573,-22.22,8.0,1594227286.5943882
574,-25.48,8.0,1594227286.6041644
575,1.84,8.0,1594227286.6139405
576,16.2,8.0,1594227286.6237164
577,46.05,8.0,1594227286.6334927
578,-11.06,8.0,1594227286.6432688
579,-42.94,8.0,1594227286.653045
580,0.0,8.0,1594227286.662821
581,12.46,8.0,1594227286.6725972
582,-13.93,8.0,1594227286.6823733
583,-13.52,8.0,1594227286.6921494
584,12.42,8.0,1594227286.7019255
585,15.74,8.0,1594227286.7117016
586,-2.85,8.0,1594227286.7214775
587,-4.1,8.0,1594227286.7312539
588,19.74,8.0,1594227286.74103
589,34.56,8.0,1594227286.750806
590,9.84,8.0,1594227286.7605822
591,-14.31,8.0,1594227286.7703586
592,-22.22,8.0,1594227286.7801347
593,-8.49,8.0,1594227286.7899106
594,-12.31,8.0,1594227286.7996867
595,-17.04,8.0,1594227286.8094628
596,0.9,8.0,1594227286.8192391
597,9.94,8.0,1594227286.829015
598,-1.61,8.0,1594227286.8387911
599,3.18,8.0,1594227286.8485672
600,5.48,8.0,1594227286.8583436
601,14.92,8.0,1594227286.8681195
602,-7.43,8.0,1594227286.8778956
603,22.91,8.0,1594227286.8876715
604,31.37,8.0,1594227286.8974473
605,6.97,8.0,1594227286.907224
606,-85.99,8.0,1594227286.917
607,-49.96,8.0,1594227286.9267762
608,191.03,8.0,1594227286.9365525
609,-85.22,8.0,1594227286.9463284
610,23.19,8.0,1594227286.9561045
611,-60.37,8.0,1594227286.9658804
612,27.19,8.0,1594227286.9756567
613,34.24,8.0,1594227286.9854329
614,-4.74,8.0,1594227286.995209
615,34.08,8.0,1594227287.0049849
616,-20.79,8.0,1594227287.0147612
617,-43.54,8.0,1594227287.0245373
618,-1.73,8.0,1594227287.0343134
619,25.89,8.0,1594227287.0440896
620,71.59,8.0,1594227287.0538654
621,79.8,8.0,1594227287.0636418
622,-162.32,8.0,1594227287.073418
623,-135.74,8.0,1594227287.083194
624,-42.06,8.0,1594227287.09297
625,29.23,8.0,1594227287.1027462
626,-6.17,8.0,1594227287.1125224
627,22.83,8.0,1594227287.1222985
628,67.21,8.0,1594227287.1320744
629,95.1,8.0,1594227287.1418507
630,77.93,8.0,1594227287.1516268
631,18.45,8.0,1594227287.161403
632,-1.57,8.0,1594227287.1711788
633,2.94,8.0,1594227287.1809552
634,5.59,8.0,1594227287.1907313
635,0.85,8.0,1594227287.2005074
636,-15.92,8.0,1594227287.2102835
637,-10.84,8.0,1594227287.2200596
638,-1.14,8.0,1594227287.2298355
639,-1.01,8.0,1594227287.2396119
640,-3.56,8.0,1594227287.249388
641,-13.35,8.0,1594227287.259164
642,0.25,8.0,1594227287.2689402
643,12.15,8.0,1594227287.2787163
644,-7.47,8.0,1594227287.2884927
645,-15.42,8.0,1594227287.2982686
646,-24.93,8.0,1594227287.3080447
647,-24.27,8.0,1594227287.3178208
648,-5.26,8.0,1594227287.3275974
649,-1.33,8.0,1594227287.337373
650,12.61,8.0,1594227287.3471491
651,11.67,8.0,1594227287.3569252
652,1.16,8.0,1594227287.3667016
653,-18.49,8.0,1594227287.3764775
654,-13.71,8.0,1594227287.3862536
655,-22.6,8.0,1594227287.3960295
656,-37.04,8.0,1594227287.4058056
657,-13.53,8.0,1594227287.415582
658,-4.13,8.0,1594227287.425358
659,7.56,8.0,1594227287.4351342
660,-6.67,8.0,1594227287.4449105
661,-3.84,8.0,1594227287.4546866
662,4.76,8.0,1594227287.4644625
663,-0.37,8.0,1594227287.4742384
664,5.15,8.0,1594227287.4840147
665,17.23,8.0,1594227287.4937909
666,-3.74,8.0,1594227287.503567
667,-25.57,8.0,1594227287.5133429
668,-28.07,8.0,1594227287.5231194
669,10.97,8.0,1594227287.5328953
670,26.95,8.0,1594227287.5426714
671,1.75,8.0,1594227287.5524476
672,-28.14,8.0,1594227287.5622234
673,-5.75,8.0,1594227287.5719998
674,29.37,8.0,1594227287.581776
675,-12.05,8.0,1594227287.591552
676,12.62,8.0,1594227287.601328
677,-11.54,8.0,1594227287.6111042
678,-41.58,8.0,1594227287.6208804
679,-13.4,8.0,1594227287.6306565
680,-13.01,8.0,1594227287.6404324
681,-6.71,8.0,1594227287.6502087
682,12.02,8.0,1594227287.6599848
683,10.11,8.0,1594227287.669761
684,-7.21,8.0,1594227287.6795368
685,-5.35,8.0,1594227287.6893132
686,-25.85,8.0,1594227287.6990893
687,18.8,8.0,1594227287.7088654
688,-12.15,8.0,1594227287.7186415
689,-20.45,8.0,1594227287.7284176
690,-36.65,8.0,1594227287.7381938
691,-5.86,8.0,1594227287.7479699
692,27.59,8.0,1594227287.757746
693,22.2,8.0,1594227287.767522
694,14.24,8.0,1594227287.7772982
695,7.72,8.0,1594227287.7870743
696,31.11,8.0,1594227287.7968507
697,34.89,8.0,1594227287.8066266
698,42.44,8.0,1594227287.8164027
699,36.37,8.0,1594227287.8261788
700,39.47,8.0,1594227287.8359554
701,31.68,8.0,1594227287.845731
702,-14.2,8.0,1594227287.8555071
703,-0.57,8.0,1594227287.8652833
704,-41.47,8.0,1594227287.8750596
705,-64.64,8.0,1594227287.8848355
706,-73.29,8.0,1594227287.8946116
707,-23.75,8.0,1594227287.9043875
708,19.91,8.0,1594227287.9141636
709,-5.58,8.0,1594227287.92394
710,9.12,8.0,1594227287.933716
711,-26.09,8.0,1594227287.9434922
712,-9.54,8.0,1594227287.9532685
713,1.58,8.0,1594227287.9630446
714,5.49,8.0,1594227287.9728205
715,6.48,8.0,1594227287.9825964
716,3.11,8.0,1594227287.9923728
717,3.48,8.0,1594227288.0021489
718,-1.01,8.0,1594227288.011925
719,-3.4,8.0,1594227288.0217009
720,-13.39,8.0,1594227288.0314775
721,-12.25,8.0,1594227288.0412533
722,7.22,8.0,1594227288.0510294
723,0.49,8.0,1594227288.0608056
