,amplitude,label,time [s]
207,-57.3,8.0,1594225728.8965068
208,-58.34,8.0,1594225728.906283
209,-37.57,8.0,1594225728.916059
210,-18.71,8.0,1594225728.9258351
211,5.33,8.0,1594225728.9356112
212,23.24,8.0,1594225728.9453876
213,18.75,8.0,1594225728.9551635
214,30.59,8.0,1594225728.9649394
215,30.05,8.0,1594225728.9747155
216,-3.17,8.0,1594225728.9844918
217,-25.45,8.0,1594225728.994268
218,12.21,8.0,1594225729.004044
219,13.58,8.0,1594225729.0138204
220,-36.16,8.0,1594225729.0235965
221,-53.15,8.0,1594225729.0333724
222,-38.66,8.0,1594225729.0431485
223,-9.0,8.0,1594225729.0529244
224,43.51,8.0,1594225729.0627007
225,49.53,8.0,1594225729.0724769
226,50.49,8.0,1594225729.082253
227,20.25,8.0,1594225729.0920286
228,13.36,8.0,1594225729.1018052
229,-21.04,8.0,1594225729.1115813
230,-41.48,8.0,1594225729.1213574
231,-25.1,8.0,1594225729.1311336
232,-57.79,8.0,1594225729.1409097
233,1.74,8.0,1594225729.1506858
234,45.18,8.0,1594225729.160462
235,48.2,8.0,1594225729.170238
236,38.46,8.0,1594225729.1800141
237,-0.42,8.0,1594225729.1897902
238,5.78,8.0,1594225729.1995664
239,-14.1,8.0,1594225729.2093425
240,-18.36,8.0,1594225729.2191186
241,-45.59,8.0,1594225729.2288947
242,-48.13,8.0,1594225729.2386706
243,-31.8,8.0,1594225729.2484472
244,-20.02,8.0,1594225729.258223
245,18.3,8.0,1594225729.2679992
246,13.57,8.0,1594225729.2777753
247,22.46,8.0,1594225729.2875516
248,21.94,8.0,1594225729.2973275
249,13.49,8.0,1594225729.3071036
250,-17.96,8.0,1594225729.3168795
251,-26.2,8.0,1594225729.326656
252,-2.49,8.0,1594225729.336432
253,-52.72,8.0,1594225729.346208
254,-28.66,8.0,1594225729.3559842
255,47.84,8.0,1594225729.3657606
256,139.99,8.0,1594225729.3755364
257,55.24,8.0,1594225729.3853126
258,-38.02,8.0,1594225729.3950887
259,-13.66,8.0,1594225729.4048648
260,-10.22,8.0,1594225729.414641
261,-27.71,8.0,1594225729.424417
262,-33.88,8.0,1594225729.4341931
263,-46.88,8.0,1594225729.4439692
264,-40.15,8.0,1594225729.4537456
265,9.67,8.0,1594225729.4635215
266,37.38,8.0,1594225729.4732974
267,63.5,8.0,1594225729.4830735
268,47.66,8.0,1594225729.4928498
269,58.53,8.0,1594225729.502626
270,53.38,8.0,1594225729.512402
271,25.22,8.0,1594225729.5221784
272,6.72,8.0,1594225729.5319545
273,-44.33,8.0,1594225729.5417304
274,-37.38,8.0,1594225729.5515065
275,3.44,8.0,1594225729.5612824
276,-2.61,8.0,1594225729.5710588
277,-3.41,8.0,1594225729.5808349
278,-6.94,8.0,1594225729.590611
279,13.25,8.0,1594225729.6003866
280,-0.31,8.0,1594225729.6101632
281,-31.42,8.0,1594225729.6199393
282,-0.56,8.0,1594225729.6297154
283,76.57,8.0,1594225729.6394913
284,13.0,8.0,1594225729.6492677
285,-85.8,8.0,1594225729.6590438
286,-66.57,8.0,1594225729.66882
287,-10.98,8.0,1594225729.678596
288,-39.75,8.0,1594225729.6883721
289,-35.03,8.0,1594225729.6981485
290,-14.9,8.0,1594225729.7079244
291,22.55,8.0,1594225729.7177005
292,36.21,8.0,1594225729.7274766
293,28.72,8.0,1594225729.7372527
294,6.54,8.0,1594225729.7470288
295,-12.51,8.0,1594225729.7568052
296,-38.65,8.0,1594225729.766581
297,-59.62,8.0,1594225729.7763572
298,-44.75,8.0,1594225729.7861333
299,-14.86,8.0,1594225729.7959096
300,40.08,8.0,1594225729.8056855
301,64.52,8.0,1594225729.8154616
302,85.74,8.0,1594225729.8252378
303,1.92,8.0,1594225729.835014
304,-20.05,8.0,1594225729.84479
305,-35.94,8.0,1594225729.854566
306,-101.83,8.0,1594225729.8643422
307,-70.25,8.0,1594225729.8741186
308,-32.39,8.0,1594225729.8838944
309,-61.61,8.0,1594225729.8936706
310,-40.33,8.0,1594225729.9034467
311,2.42,8.0,1594225729.9132226
312,85.99,8.0,1594225729.922999
313,56.54,8.0,1594225729.932775
314,21.63,8.0,1594225729.9425511
315,0.53,8.0,1594225729.9523273
316,4.91,8.0,1594225729.9621036
317,38.4,8.0,1594225729.9718795
318,21.99,8.0,1594225729.9816554
319,19.26,8.0,1594225729.9914315
320,26.69,8.0,1594225730.0012078
321,33.01,8.0,1594225730.010984
322,1.61,8.0,1594225730.02076
323,-32.06,8.0,1594225730.0305364
324,-22.6,8.0,1594225730.0403125
325,-6.75,8.0,1594225730.0500884
326,22.31,8.0,1594225730.0598645
327,20.71,8.0,1594225730.0696404
328,-9.07,8.0,1594225730.0794168
329,-27.67,8.0,1594225730.0891929
330,-5.02,8.0,1594225730.098969
331,30.25,8.0,1594225730.1087446
332,60.3,8.0,1594225730.1185212
333,73.5,8.0,1594225730.1282973
334,-17.06,8.0,1594225730.1380734
335,-70.97,8.0,1594225730.1478493
336,-44.0,8.0,1594225730.1576257
337,8.02,8.0,1594225730.1674018
338,13.16,8.0,1594225730.177178
339,9.37,8.0,1594225730.186954
340,3.51,8.0,1594225730.1967301
341,25.95,8.0,1594225730.2065065
342,18.72,8.0,1594225730.2162824
343,-17.66,8.0,1594225730.2260585
344,-7.95,8.0,1594225730.2358346
345,-3.24,8.0,1594225730.2456107
346,-13.34,8.0,1594225730.2553868
347,-25.67,8.0,1594225730.2651632
348,-9.04,8.0,1594225730.274939
349,14.4,8.0,1594225730.2847152
350,-9.34,8.0,1594225730.2944913
351,-8.32,8.0,1594225730.3042676
352,-24.28,8.0,1594225730.3140435
353,-2.41,8.0,1594225730.3238196
354,4.89,8.0,1594225730.3335958
355,9.88,8.0,1594225730.343372
356,4.47,8.0,1594225730.353148
357,0.88,8.0,1594225730.362924
358,12.04,8.0,1594225730.3727002
359,19.98,8.0,1594225730.3824766
360,43.4,8.0,1594225730.3922524
361,6.86,8.0,1594225730.4020286
362,-14.22,8.0,1594225730.4118047
363,-14.13,8.0,1594225730.4215806
364,-6.2,8.0,1594225730.4313571
365,4.09,8.0,1594225730.441133
366,-32.71,8.0,1594225730.4509091
367,-15.03,8.0,1594225730.4606853
368,12.3,8.0,1594225730.4704616
369,6.25,8.0,1594225730.4802375
370,8.0,8.0,1594225730.4900134
371,-12.08,8.0,1594225730.4997895
372,-0.64,8.0,1594225730.5095658
373,-8.92,8.0,1594225730.519342
374,-19.94,8.0,1594225730.529118
375,-7.76,8.0,1594225730.5388944
376,16.31,8.0,1594225730.5486705
377,8.99,8.0,1594225730.5584464
378,-7.89,8.0,1594225730.5682225
379,-23.96,8.0,1594225730.5779984
380,4.68,8.0,1594225730.5877748
381,29.11,8.0,1594225730.5975509
382,9.93,8.0,1594225730.607327
383,-15.27,8.0,1594225730.6171026
384,-27.77,8.0,1594225730.6268792
385,-29.67,8.0,1594225730.6366553
386,-13.33,8.0,1594225730.6464314
387,-0.57,8.0,1594225730.6562073
388,13.06,8.0,1594225730.6659837
389,19.04,8.0,1594225730.6757598
390,0.44,8.0,1594225730.685536
391,-12.14,8.0,1594225730.695312
392,-14.08,8.0,1594225730.7050881
393,-5.69,8.0,1594225730.7148645
394,10.53,8.0,1594225730.7246404
395,18.81,8.0,1594225730.7344165
396,7.97,8.0,1594225730.7441926
397,-4.41,8.0,1594225730.7539687
398,-9.22,8.0,1594225730.7637448
399,-1.81,8.0,1594225730.7735212
400,0.54,8.0,1594225730.783297
401,-10.36,8.0,1594225730.7930732
402,0.49,8.0,1594225730.8028493
403,-5.1,8.0,1594225730.8126256
404,2.79,8.0,1594225730.8224015
405,27.53,8.0,1594225730.8321776
406,-1.37,8.0,1594225730.8419538
407,-22.5,8.0,1594225730.85173
408,-32.79,8.0,1594225730.861506
409,-26.19,8.0,1594225730.871282
410,-1.97,8.0,1594225730.8810582
411,3.93,8.0,1594225730.8908346
412,11.46,8.0,1594225730.9006104
413,8.52,8.0,1594225730.9103866
414,6.21,8.0,1594225730.9201627
415,1.89,8.0,1594225730.9299386
416,4.03,8.0,1594225730.9397151
417,15.52,8.0,1594225730.949491
418,4.79,8.0,1594225730.9592671
419,-6.52,8.0,1594225730.9690433
420,-6.08,8.0,1594225730.9788196
421,-26.5,8.0,1594225730.9885955
422,-22.06,8.0,1594225730.9983716
423,6.76,8.0,1594225731.0081475
424,19.98,8.0,1594225731.0179238
425,7.77,8.0,1594225731.0277
426,-2.35,8.0,1594225731.037476
427,-2.94,8.0,1594225731.0472527
428,2.23,8.0,1594225731.0570285
429,-0.79,8.0,1594225731.0668044
430,5.22,8.0,1594225731.0765805
431,-1.6914,8.0,1594225731.0863564
432,-0.12,8.0,1594225731.0961328
433,-19.18,8.0,1594225731.1059089
434,-20.21,8.0,1594225731.115685
435,-11.93,8.0,1594225731.1254606
436,0.15,8.0,1594225731.1352372
437,0.59,8.0,1594225731.1450133
438,-1.57,8.0,1594225731.1547894
439,15.56,8.0,1594225731.1645653
440,14.57,8.0,1594225731.1743414
441,4.05,8.0,1594225731.1841178
442,5.7,8.0,1594225731.193894
443,4.88,8.0,1594225731.20367
444,-1.04,8.0,1594225731.2134461
445,-28.69,8.0,1594225731.2232225
446,-14.25,8.0,1594225731.2329984
447,4.29,8.0,1594225731.2427745
448,7.85,8.0,1594225731.2525506
449,10.81,8.0,1594225731.2623267
450,13.88,8.0,1594225731.2721028
451,5.01,8.0,1594225731.281879
452,-9.41,8.0,1594225731.291655
453,-22.86,8.0,1594225731.3014312
454,-2.68,8.0,1594225731.3112073
455,16.24,8.0,1594225731.3209836
456,-0.15,8.0,1594225731.3307595
457,-5.87,8.0,1594225731.3405356
458,1.62,8.0,1594225731.3503118
459,7.63,8.0,1594225731.360088
460,19.55,8.0,1594225731.369864
461,12.18,8.0,1594225731.37964
462,-1.08,8.0,1594225731.3894162
463,-5.09,8.0,1594225731.3991926
464,-2.43,8.0,1594225731.4089684
465,-12.54,8.0,1594225731.4187446
466,-1.01,8.0,1594225731.4285207
467,12.35,8.0,1594225731.4382968
468,11.69,8.0,1594225731.4480731
469,10.5,8.0,1594225731.457849
470,-14.12,8.0,1594225731.4676251
471,-8.88,8.0,1594225731.4774013
472,52.19,8.0,1594225731.4871776
473,-4.16,8.0,1594225731.4969535
474,12.07,8.0,1594225731.5067296
475,-7.72,8.0,1594225731.5165055
476,25.31,8.0,1594225731.5262818
477,-11.28,8.0,1594225731.536058
478,3.89,8.0,1594225731.545834
479,-13.8,8.0,1594225731.5556102
480,-22.51,8.0,1594225731.5653865
481,-2.32,8.0,1594225731.5751624
482,-8.55,8.0,1594225731.5849385
483,6.42,8.0,1594225731.5947144
484,-25.86,8.0,1594225731.6044908
485,-26.98,8.0,1594225731.6142669
486,-13.14,8.0,1594225731.624043
487,-17.99,8.0,1594225731.6338189
488,22.78,8.0,1594225731.6435952
489,6.59,8.0,1594225731.6533713
490,-3.07,8.0,1594225731.6631474
491,-7.12,8.0,1594225731.6729233
492,5.4,8.0,1594225731.6826994
493,2.43,8.0,1594225731.6924758
494,-3.26,8.0,1594225731.702252
495,1.96,8.0,1594225731.712028
496,-10.24,8.0,1594225731.721804
497,-14.17,8.0,1594225731.7315805
498,9.41,8.0,1594225731.7413564
499,29.07,8.0,1594225731.7511325
500,22.01,8.0,1594225731.7609086
501,-3.7,8.0,1594225731.7706847
502,-0.39,8.0,1594225731.7804608
503,-12.03,8.0,1594225731.790237
504,4.9,8.0,1594225731.800013
505,13.56,8.0,1594225731.8097892
506,14.51,8.0,1594225731.8195653
507,6.17,8.0,1594225731.8293414
508,-9.17,8.0,1594225731.8391175
509,-9.17,8.0,1594225731.8488936
510,-0.76,8.0,1594225731.8586698
511,-8.17,8.0,1594225731.868446
512,6.8,8.0,1594225731.878222
513,-5.76,8.0,1594225731.887998
514,-8.59,8.0,1594225731.8977742
515,-12.36,8.0,1594225731.9075506
516,2.92,8.0,1594225731.9173265
517,-6.94,8.0,1594225731.9271026
518,-1.56,8.0,1594225731.9368787
519,15.4,8.0,1594225731.9466548
520,13.6,8.0,1594225731.9564312
521,-0.14,8.0,1594225731.966207
522,-3.7,8.0,1594225731.9759831
523,4.45,8.0,1594225731.9857593
524,-16.22,8.0,1594225731.9955356
525,-12.82,8.0,1594225732.0053115
526,-5.35,8.0,1594225732.0150876
527,-30.93,8.0,1594225732.0248635
528,-6.76,8.0,1594225732.0346398
529,17.96,8.0,1594225732.044416
530,25.26,8.0,1594225732.054192
531,14.11,8.0,1594225732.0639682
532,0.09,8.0,1594225732.0737445
533,-32.78,8.0,1594225732.0835204
534,-10.9,8.0,1594225732.0932965
535,21.88,8.0,1594225732.1030724
536,39.54,8.0,1594225732.1128488
537,48.9,8.0,1594225732.1226249
538,37.39,8.0,1594225732.132401
539,0.77,8.0,1594225732.1421769
540,-54.93,8.0,1594225732.1519532
541,-60.55,8.0,1594225732.1617293
542,-40.63,8.0,1594225732.1715055
543,-19.33,8.0,1594225732.1812813
544,-2.38,8.0,1594225732.1910574
545,25.0,8.0,1594225732.2008338
546,15.77,8.0,1594225732.21061
547,29.7,8.0,1594225732.220386
548,31.02,8.0,1594225732.230162
549,6.65,8.0,1594225732.2399385
550,-30.0,8.0,1594225732.2497144
551,8.25,8.0,1594225732.2594905
552,17.59,8.0,1594225732.2692664
553,-31.04,8.0,1594225732.2790427
554,-49.71,8.0,1594225732.2888188
555,-43.27,8.0,1594225732.298595
556,-11.33,8.0,1594225732.308371
557,31.05,8.0,1594225732.3181472
558,53.7,8.0,1594225732.3279233
559,53.54,8.0,1594225732.3376994
560,19.08,8.0,1594225732.3474755
561,28.9,8.0,1594225732.3572516
562,-20.14,8.0,1594225732.3670278
563,-41.8,8.0,1594225732.3768039
564,-35.42,8.0,1594225732.38658
565,-51.09,8.0,1594225732.396356
566,-8.23,8.0,1594225732.4061322
567,40.03,8.0,1594225732.4159086
568,56.88,8.0,1594225732.4256845
569,32.85,8.0,1594225732.4354606
570,0.56,8.0,1594225732.4452367
571,8.1,8.0,1594225732.4550128
572,-16.54,8.0,1594225732.4647892
573,-17.16,8.0,1594225732.474565
574,-42.91,8.0,1594225732.4843411
575,-49.14,8.0,1594225732.4941173
576,-33.57,8.0,1594225732.5038936
577,-27.93,8.0,1594225732.5136695
578,23.95,8.0,1594225732.5234456
579,12.08,8.0,1594225732.5332215
580,15.88,8.0,1594225732.5429974
581,26.09,8.0,1594225732.552774
582,17.1,8.0,1594225732.56255
583,-14.41,8.0,1594225732.5723262
584,-25.67,8.0,1594225732.5821025
585,-5.64,8.0,1594225732.5918784
586,-46.63,8.0,1594225732.6016545
587,-41.2,8.0,1594225732.6114304
588,35.66,8.0,1594225732.6212068
589,133.51,8.0,1594225732.6309829
590,82.37,8.0,1594225732.640759
591,-37.68,8.0,1594225732.6505349
592,-18.36,8.0,1594225732.6603112
593,-5.04,8.0,1594225732.6700873
594,-26.54,8.0,1594225732.6798635
595,-31.23,8.0,1594225732.6896396
596,-47.35,8.0,1594225732.6994154
597,-43.07,8.0,1594225732.7091918
598,-0.49,8.0,1594225732.718968
599,34.21,8.0,1594225732.728744
600,64.47,8.0,1594225732.73852
601,46.6,8.0,1594225732.7482965
602,57.65,8.0,1594225732.7580724
603,57.35,8.0,1594225732.7678485
604,27.59,8.0,1594225732.7776244
605,13.68,8.0,1594225732.7874007
606,-40.8,8.0,1594225732.7971768
607,-39.86,8.0,1594225732.806953
608,-2.64,8.0,1594225732.8167286
609,-0.44,8.0,1594225732.8265052
610,-1.88,8.0,1594225732.8362813
611,-9.78,8.0,1594225732.8460574
612,12.83,8.0,1594225732.8558335
613,2.19,8.0,1594225732.8656096
614,-25.88,8.0,1594225732.8753858
615,-16.52,8.0,1594225732.8851619
616,76.15,8.0,1594225732.894938
617,27.84,8.0,1594225732.904714
618,-77.51,8.0,1594225732.9144902
619,-73.45,8.0,1594225732.9242663
620,-15.14,8.0,1594225732.9340427
621,-36.12,8.0,1594225732.9438186
622,-35.89,8.0,1594225732.9535947
623,-22.85,8.0,1594225732.9633708
624,19.87,8.0,1594225732.9731472
625,34.74,8.0,1594225732.982923
626,32.24,8.0,1594225732.9926991
627,9.42,8.0,1594225733.0024753
628,-8.49,8.0,1594225733.0122516
629,-36.89,8.0,1594225733.0220275
630,-56.87,8.0,1594225733.0318036
631,-49.07,8.0,1594225733.0415795
632,-19.14,8.0,1594225733.0513554
633,30.44,8.0,1594225733.061132
634,44.94,8.0,1594225733.070908
635,113.07,8.0,1594225733.0806842
636,-0.01,8.0,1594225733.0904605
637,-11.29,8.0,1594225733.1002364
638,-33.99,8.0,1594225733.1100125
639,-94.04,8.0,1594225733.1197884
640,-81.75,8.0,1594225733.1295648
641,-27.61,8.0,1594225733.1393409
642,-59.12,8.0,1594225733.149117
643,-47.09,8.0,1594225733.1588929
644,-9.03,8.0,1594225733.1686692
645,77.42,8.0,1594225733.1784453
646,67.02,8.0,1594225733.1882215
647,24.28,8.0,1594225733.1979976
648,10.37,8.0,1594225733.2077734
649,-1.69,8.0,1594225733.2175498
650,31.27,8.0,1594225733.227326
651,22.83,8.0,1594225733.237102
652,21.67,8.0,1594225733.246878
653,23.19,8.0,1594225733.2566545
654,38.5,8.0,1594225733.2664304
655,5.96,8.0,1594225733.2762065
656,-28.09,8.0,1594225733.2859824
657,-28.79,8.0,1594225733.2957587
658,-2.11,8.0,1594225733.3055348
659,8.45,8.0,1594225733.315311
660,24.25,8.0,1594225733.3250868
661,2.21,8.0,1594225733.3348632
662,-30.11,8.0,1594225733.3446393
663,-13.53,8.0,1594225733.3544154
664,30.55,8.0,1594225733.3641913
665,48.85,8.0,1594225733.3739676
666,78.53,8.0,1594225733.3837438
667,2.22,8.0,1594225733.3935199
668,-70.52,8.0,1594225733.403296
669,-42.85,8.0,1594225733.413072
670,-14.33,8.0,1594225733.4228482
671,17.46,8.0,1594225733.4326243
672,14.04,8.0,1594225733.4424007
673,-0.85,8.0,1594225733.4521766
674,24.11,8.0,1594225733.4619527
675,21.1,8.0,1594225733.4717288
676,-14.04,8.0,1594225733.4815052
677,-12.35,8.0,1594225733.491281
678,-1.52,8.0,1594225733.5010571
679,-12.25,8.0,1594225733.5108333
680,-22.29,8.0,1594225733.5206096
681,-14.5,8.0,1594225733.5303855
682,13.7,8.0,1594225733.5401616
683,-4.6,8.0,1594225733.5499375
684,-10.99,8.0,1594225733.5597134
685,-22.06,8.0,1594225733.56949
686,-6.41,8.0,1594225733.579266
687,4.51,8.0,1594225733.5890422
688,12.33,8.0,1594225733.5988185
689,2.17,8.0,1594225733.6085944
690,1.94,8.0,1594225733.6183705
691,9.88,8.0,1594225733.6281464
692,18.21,8.0,1594225733.6379228
693,44.32,8.0,1594225733.6476989
694,10.45,8.0,1594225733.657475
695,-10.95,8.0,1594225733.6672509
696,-16.87,8.0,1594225733.6770272
697,-6.59,8.0,1594225733.6868033
698,4.99,8.0,1594225733.6965795
699,-29.63,8.0,1594225733.7063556
700,-19.58,8.0,1594225733.7161314
701,9.58,8.0,1594225733.7259078
702,8.17,8.0,1594225733.735684
703,9.22,8.0,1594225733.74546
704,-12.39,8.0,1594225733.755236
705,-0.12,8.0,1594225733.7650125
706,-7.09,8.0,1594225733.7747884
707,-18.85,8.0,1594225733.7845645
708,-12.04,8.0,1594225733.7943404
709,13.8,8.0,1594225733.8041167
710,13.22,8.0,1594225733.8138928
711,-7.6,8.0,1594225733.823669
712,-22.67,8.0,1594225733.8334448
713,-0.97,8.0,1594225733.8432212
714,26.61,8.0,1594225733.8529973
715,16.95,8.0,1594225733.8627734
716,-13.51,8.0,1594225733.8725493
717,-25.35,8.0,1594225733.8823256
718,-32.8,8.0,1594225733.8921018
719,-15.65,8.0,1594225733.9018779
720,-2.56,8.0,1594225733.911654
721,12.4,8.0,1594225733.92143
722,19.29,8.0,1594225733.9312062
