id,amplitude,label,time [s]
78,-25.55,8.0,1594227481.902186
79,-27.7,8.0,1594227481.911962
80,-11.7,8.0,1594227481.9217381
81,9.91,8.0,1594227481.9315145
82,29.63,8.0,1594227481.9412904
83,7.71,8.0,1594227481.9510665
84,-19.96,8.0,1594227481.9608426
85,-2.31,8.0,1594227481.9706187
86,1.7,8.0,1594227481.9803948
87,4.5,8.0,1594227481.9901712
88,1.71,8.0,1594227481.999947
89,-6.64,8.0,1594227482.0097232
90,12.21,8.0,1594227482.0194993
91,19.27,8.0,1594227482.0292757
92,16.93,8.0,1594227482.0390515
93,-9.34,8.0,1594227482.0488276
94,-6.79,8.0,1594227482.0586038
95,8.44,8.0,1594227482.06838
96,0.66,8.0,1594227482.078156
97,0.33,8.0,1594227482.087932
98,-3.9375,8.0,1594227482.0977082
99,-26.89,8.0,1594227482.1074846
100,-7.66,8.0,1594227482.1172605
101,23.26,8.0,1594227482.1270366
102,35.92,8.0,1594227482.1368127
103,0.45,8.0,1594227482.1465886
104,-19.95,8.0,1594227482.1563652
105,-0.86,8.0,1594227482.166141
106,25.41,8.0,1594227482.1759171
107,12.97,8.0,1594227482.1856933
108,-6.14,8.0,1594227482.1954696
109,-29.31,8.0,1594227482.2052455
110,-19.24,8.0,1594227482.2150214
111,-5.2,8.0,1594227482.2247975
112,13.52,8.0,1594227482.2345738
113,15.7,8.0,1594227482.24435
114,-5.83,8.0,1594227482.254126
115,-0.09,8.0,1594227482.2639024
116,39.78,8.0,1594227482.2736785
117,23.5,8.0,1594227482.2834544
118,-8.76,8.0,1594227482.2932305
119,-26.83,8.0,1594227482.3030064
120,-5.56,8.0,1594227482.3127828
121,6.16,8.0,1594227482.3225589
122,-1.1,8.0,1594227482.332335
123,-16.47,8.0,1594227482.3421106
124,-30.73,8.0,1594227482.3518872
125,-24.9,8.0,1594227482.3616633
126,-9.2,8.0,1594227482.3714395
127,4.48,8.0,1594227482.3812153
128,-11.4,8.0,1594227482.3909914
129,-33.15,8.0,1594227482.4007678
130,-7.75,8.0,1594227482.410544
131,1.88,8.0,1594227482.42032
132,18.66,8.0,1594227482.4300961
133,1.76,8.0,1594227482.4398725
134,-19.73,8.0,1594227482.4496484
135,-7.73,8.0,1594227482.4594245
136,16.44,8.0,1594227482.4692006
137,28.63,8.0,1594227482.4789767
138,13.69,8.0,1594227482.4887528
139,1.11,8.0,1594227482.498529
140,-6.24,8.0,1594227482.508305
141,19.3,8.0,1594227482.5180812
142,22.08,8.0,1594227482.5278573
143,6.28,8.0,1594227482.5376337
144,11.75,8.0,1594227482.5474095
145,20.88,8.0,1594227482.5571856
146,18.43,8.0,1594227482.5669618
147,9.56,8.0,1594227482.576738
148,-13.36,8.0,1594227482.586514
149,-36.35,8.0,1594227482.59629
150,-8.4,8.0,1594227482.6060662
151,12.15,8.0,1594227482.6158426
152,-6.74,8.0,1594227482.6256185
153,-25.59,8.0,1594227482.6353946
154,-27.6,8.0,1594227482.6451707
155,-11.51,8.0,1594227482.6549466
156,10.12,8.0,1594227482.6647232
157,29.73,8.0,1594227482.674499
158,7.26,8.0,1594227482.6842752
159,-19.9,8.0,1594227482.6940513
160,-2.17,8.0,1594227482.7038276
161,1.75,8.0,1594227482.7136035
162,4.4,8.0,1594227482.7233794
163,1.76,8.0,1594227482.7331555
164,-6.66,8.0,1594227482.7429318
165,12.38,8.0,1594227482.752708
166,19.38,8.0,1594227482.762484
167,16.59,8.0,1594227482.7722602
168,-9.19,8.0,1594227482.7820365
169,-6.83,8.0,1594227482.7918124
170,8.57,8.0,1594227482.8015885
171,0.63,8.0,1594227482.8113651
172,0.31,8.0,1594227482.8211408
173,-4.55,8.0,1594227482.830917
174,-19.98,8.0,1594227482.840693
175,0.29,8.0,1594227482.8504686
176,19.96,8.0,1594227482.8602452
177,22.37,8.0,1594227482.8700213
178,-13.19,8.0,1594227482.8797975
179,-12.03,8.0,1594227482.8895733
180,-18.0,8.0,1594227482.8993495
181,-1.81,8.0,1594227482.9091258
182,22.87,8.0,1594227482.918902
183,-8.36,8.0,1594227482.928678
184,-37.78,8.0,1594227482.9384544
185,-25.72,8.0,1594227482.9482305
186,11.4,8.0,1594227482.9580064
187,19.36,8.0,1594227482.9677825
188,13.5,8.0,1594227482.9775586
189,-62.96,8.0,1594227482.9873347
190,5.68,8.0,1594227482.9971108
191,-0.09,8.0,1594227483.006887
192,16.51,8.0,1594227483.016663
193,-16.67,8.0,1594227483.0264392
194,-10.57,8.0,1594227483.0362153
195,4.03,8.0,1594227483.0459914
196,2.33,8.0,1594227483.0557675
197,-1.42,8.0,1594227483.0655437
198,-1.6,8.0,1594227483.0753198
199,-17.57,8.0,1594227483.0850961
200,-0.48,8.0,1594227483.094872
201,25.36,8.0,1594227483.104648
202,27.37,8.0,1594227483.1144242
203,5.42,8.0,1594227483.1242006
204,1.99,8.0,1594227483.1339765
205,-28.29,8.0,1594227483.1437526
206,48.24,8.0,1594227483.1535287
207,37.92,8.0,1594227483.1633048
208,-13.16,8.0,1594227483.1730812
209,-38.81,8.0,1594227483.182857
210,-31.1,8.0,1594227483.1926332
211,-31.36,8.0,1594227483.2024093
212,40.18,8.0,1594227483.2121856
213,35.47,8.0,1594227483.2219615
214,-38.09,8.0,1594227483.2317376
215,-2.76,8.0,1594227483.2415135
216,50.68,8.0,1594227483.2512898
217,65.08,8.0,1594227483.261066
218,42.95,8.0,1594227483.270842
219,8.77,8.0,1594227483.2806182
220,-10.18,8.0,1594227483.2903945
221,4.3,8.0,1594227483.3001704
222,30.78,8.0,1594227483.3099465
223,38.64,8.0,1594227483.3197227
224,10.34,8.0,1594227483.3294988
225,-12.9,8.0,1594227483.339275
226,-11.53,8.0,1594227483.349051
227,-26.37,8.0,1594227483.3588269
228,-32.95,8.0,1594227483.3686032
229,-40.63,8.0,1594227483.3783793
230,-20.2,8.0,1594227483.3881555
231,-6.73,8.0,1594227483.3979313
232,-22.21,8.0,1594227483.4077075
233,-32.77,8.0,1594227483.4174838
234,-27.47,8.0,1594227483.42726
235,2.42,8.0,1594227483.437036
236,24.59,8.0,1594227483.4468124
237,4.62,8.0,1594227483.4565885
238,-12.55,8.0,1594227483.4663644
239,-27.9,8.0,1594227483.4761405
240,-39.73,8.0,1594227483.4859164
241,-23.89,8.0,1594227483.4956927
242,-0.46,8.0,1594227483.5054688
243,-24.27,8.0,1594227483.515245
244,-54.24,8.0,1594227483.525021
245,-28.15,8.0,1594227483.5347972
246,-3.21,8.0,1594227483.5445733
247,10.24,8.0,1594227483.5543494
248,8.95,8.0,1594227483.5641255
249,-2.93,8.0,1594227483.5739017
250,-34.28,8.0,1594227483.5836778
251,-13.12,8.0,1594227483.593454
252,16.75,8.0,1594227483.60323
253,7.03,8.0,1594227483.613006
254,13.16,8.0,1594227483.6227822
255,15.62,8.0,1594227483.6325586
256,10.93,8.0,1594227483.6423345
257,23.05,8.0,1594227483.6521106
258,29.46,8.0,1594227483.6618867
259,2.58,8.0,1594227483.6716628
260,1.06,8.0,1594227483.6814392
261,13.85,8.0,1594227483.691215
262,5.48,8.0,1594227483.7009912
263,-10.77,8.0,1594227483.7107673
264,-14.88,8.0,1594227483.7205436
265,-11.0,8.0,1594227483.7303195
266,-2.68,8.0,1594227483.7400956
267,22.38,8.0,1594227483.7498715
268,28.88,8.0,1594227483.7596474
269,4.34,8.0,1594227483.769424
270,-17.68,8.0,1594227483.7792
271,-21.98,8.0,1594227483.7889762
272,-0.59,8.0,1594227483.7987525
273,18.23,8.0,1594227483.8085284
274,4.41,8.0,1594227483.8183045
275,-6.65,8.0,1594227483.8280807
276,10.36,8.0,1594227483.8378568
277,10.94,8.0,1594227483.8476331
278,18.56,8.0,1594227483.857409
279,-41.78,8.0,1594227483.8671849
280,3.31,8.0,1594227483.8769612
281,-3.69,8.0,1594227483.8867373
282,-18.58,8.0,1594227483.8965135
283,-22.69,8.0,1594227483.9062893
284,-29.64,8.0,1594227483.9160655
285,-11.16,8.0,1594227483.9258418
286,19.67,8.0,1594227483.935618
287,25.49,8.0,1594227483.945394
288,-6.68,8.0,1594227483.9551704
289,-14.06,8.0,1594227483.9649465
290,-8.68,8.0,1594227483.9747224
291,-0.3,8.0,1594227483.9844985
292,36.76,8.0,1594227483.9942744
293,34.27,8.0,1594227484.0040507
294,8.61,8.0,1594227484.0138268
295,-10.99,8.0,1594227484.023603
296,-19.56,8.0,1594227484.0333786
297,-12.0,8.0,1594227484.0431552
298,2.48,8.0,1594227484.0529313
299,11.41,8.0,1594227484.0627074
300,15.87,8.0,1594227484.0724835
301,35.56,8.0,1594227484.0822597
302,6.98,8.0,1594227484.0920358
303,-6.25,8.0,1594227484.101812
304,-19.98,8.0,1594227484.111588
305,-7.83,8.0,1594227484.121364
306,26.77,8.0,1594227484.1311402
307,12.62,8.0,1594227484.1409163
308,4.23,8.0,1594227484.1506925
309,-0.17,8.0,1594227484.1604686
310,28.19,8.0,1594227484.1702447
311,-24.2,8.0,1594227484.1800208
312,-38.37,8.0,1594227484.1897972
313,-14.72,8.0,1594227484.199573
314,-34.26,8.0,1594227484.2093492
315,-17.72,8.0,1594227484.2191253
316,1.81,8.0,1594227484.2289016
317,29.87,8.0,1594227484.2386775
318,16.07,8.0,1594227484.2484536
319,-24.57,8.0,1594227484.2582295
320,-53.83,8.0,1594227484.2680054
321,-10.63,8.0,1594227484.277782
322,15.87,8.0,1594227484.287558
323,10.54,8.0,1594227484.2973342
324,16.35,8.0,1594227484.3071105
325,20.7,8.0,1594227484.3168864
326,12.81,8.0,1594227484.3266625
327,-4.07,8.0,1594227484.3364387
328,-3.05,8.0,1594227484.3462148
329,-4.81,8.0,1594227484.3559911
330,9.62,8.0,1594227484.365767
331,21.83,8.0,1594227484.3755429
332,0.51,8.0,1594227484.3853192
333,-18.03,8.0,1594227484.3950953
334,-38.24,8.0,1594227484.4048715
335,-25.1,8.0,1594227484.4146476
336,-0.36,8.0,1594227484.4244235
337,21.12,8.0,1594227484.4341998
338,15.34,8.0,1594227484.443976
339,-2.28,8.0,1594227484.453752
340,-10.83,8.0,1594227484.4635286
341,-1.04,8.0,1594227484.4733045
342,-2.87,8.0,1594227484.4830804
343,9.17,8.0,1594227484.4928565
344,-12.42,8.0,1594227484.5026324
345,-18.42,8.0,1594227484.5124087
346,-1.83,8.0,1594227484.5221848
347,44.63,8.0,1594227484.531961
348,18.22,8.0,1594227484.5417366
349,1.17,8.0,1594227484.5515132
350,-0.71,8.0,1594227484.5612893
351,17.78,8.0,1594227484.5710654
352,28.63,8.0,1594227484.5808413
353,10.83,8.0,1594227484.5906177
354,-26.36,8.0,1594227484.6003938
355,-20.33,8.0,1594227484.61017
356,73.03,8.0,1594227484.619946
357,-193.13,8.0,1594227484.629722
358,129.19,8.0,1594227484.6394982
359,41.35,8.0,1594227484.6492743
360,-2.18,8.0,1594227484.6590507
361,-2.15,8.0,1594227484.6688266
362,-17.11,8.0,1594227484.6786027
363,7.04,8.0,1594227484.6883788
364,-29.73,8.0,1594227484.6981552
365,-31.85,8.0,1594227484.707931
366,-29.95,8.0,1594227484.7177072
367,28.61,8.0,1594227484.7274833
368,-5.6,8.0,1594227484.7372596
369,5.55,8.0,1594227484.7470355
370,-48.48,8.0,1594227484.7568116
371,-15.62,8.0,1594227484.7665875
372,-170.4,8.0,1594227484.7763634
373,310.7,8.0,1594227484.78614
374,53.92,8.0,1594227484.795916
375,-46.81,8.0,1594227484.8056922
376,-13.43,8.0,1594227484.8154685
377,16.45,8.0,1594227484.8252444
378,14.93,8.0,1594227484.8350205
379,-11.15,8.0,1594227484.8447967
380,-9.69,8.0,1594227484.8545728
381,18.41,8.0,1594227484.8643491
382,27.29,8.0,1594227484.874125
383,32.01,8.0,1594227484.8839011
384,65.94,8.0,1594227484.8936772
385,-76.54,8.0,1594227484.9034536
386,-143.13,8.0,1594227484.9132295
387,-214.67,8.0,1594227484.9230056
388,285.61,8.0,1594227484.9327815
389,-1063.62,8.0,1594227484.9425578
390,918.49,8.0,1594227484.952334
391,-116.5,8.0,1594227484.96211
392,-32.4,8.0,1594227484.9718866
393,28.64,8.0,1594227484.9816625
394,70.67,8.0,1594227484.9914384
395,9.03,8.0,1594227485.0012145
396,28.37,8.0,1594227485.0109904
397,54.01,8.0,1594227485.0207667
398,38.86,8.0,1594227485.0305429
399,14.08,8.0,1594227485.040319
400,10.12,8.0,1594227485.0500948
401,45.69,8.0,1594227485.0598712
402,16.07,8.0,1594227485.0696473
403,45.84,8.0,1594227485.0794234
404,5.95,8.0,1594227485.0891993
405,-19.73,8.0,1594227485.0989757
406,3.39,8.0,1594227485.1087518
407,36.2,8.0,1594227485.118528
408,25.15,8.0,1594227485.128304
409,14.24,8.0,1594227485.1380801
410,-11.9,8.0,1594227485.1478562
411,12.29,8.0,1594227485.1576324
412,32.8,8.0,1594227485.1674087
413,41.66,8.0,1594227485.1771846
414,-6.09,8.0,1594227485.1869607
415,-18.99,8.0,1594227485.1967368
416,-13.39,8.0,1594227485.2065132
417,29.87,8.0,1594227485.216289
418,20.04,8.0,1594227485.2260652
419,11.44,8.0,1594227485.2358413
420,-13.69,8.0,1594227485.2456176
421,-6.15,8.0,1594227485.2553935
422,20.66,8.0,1594227485.2651696
423,21.12,8.0,1594227485.2749455
424,-19.34,8.0,1594227485.284722
425,-22.19,8.0,1594227485.294498
426,-8.62,8.0,1594227485.304274
427,-7.3,8.0,1594227485.3140502
428,-3.62,8.0,1594227485.3238266
429,-9.99,8.0,1594227485.3336024
430,-2.48,8.0,1594227485.3433785
431,14.3457,8.0,1594227485.3531547
432,-26.94,8.0,1594227485.3629308
433,-12.92,8.0,1594227485.3727071
434,19.07,8.0,1594227485.382483
435,37.42,8.0,1594227485.3922591
436,6.39,8.0,1594227485.4020352
437,-19.21,8.0,1594227485.4118116
438,-5.45,8.0,1594227485.4215875
439,23.46,8.0,1594227485.4313636
440,16.36,8.0,1594227485.4411395
441,-2.84,8.0,1594227485.4509158
442,-26.93,8.0,1594227485.460692
443,-23.33,8.0,1594227485.470468
444,-7.01,8.0,1594227485.4802446
445,11.28,8.0,1594227485.4900205
446,19.18,8.0,1594227485.4997964
447,-4.08,8.0,1594227485.5095725
448,-4.78,8.0,1594227485.5193484
449,35.59,8.0,1594227485.5291247
450,28.63,8.0,1594227485.5389009
451,-2.81,8.0,1594227485.548677
452,-27.05,8.0,1594227485.5584528
453,-9.13,8.0,1594227485.5682292
454,4.49,8.0,1594227485.5780053
455,0.83,8.0,1594227485.5877814
456,-12.43,8.0,1594227485.5975573
457,-30.76,8.0,1594227485.6073337
458,-25.81,8.0,1594227485.6171098
459,-13.66,8.0,1594227485.626886
460,6.0,8.0,1594227485.636662
461,-8.85,8.0,1594227485.6464381
462,-30.84,8.0,1594227485.6562142
463,-13.76,8.0,1594227485.6659904
464,0.83,8.0,1594227485.6757665
465,17.95,8.0,1594227485.6855426
466,5.87,8.0,1594227485.6953187
467,-18.09,8.0,1594227485.7050948
468,-11.78,8.0,1594227485.7148714
469,14.25,8.0,1594227485.724647
470,27.37,8.0,1594227485.7344232
471,17.05,8.0,1594227485.7441993
472,3.15,8.0,1594227485.7539756
473,-6.32,8.0,1594227485.7637515
474,14.05,8.0,1594227485.7735276
475,25.2,8.0,1594227485.7833035
476,6.33,8.0,1594227485.79308
477,10.88,8.0,1594227485.802856
478,18.69,8.0,1594227485.812632
479,20.41,8.0,1594227485.8224082
480,11.32,8.0,1594227485.8321846
481,-8.21,8.0,1594227485.8419604
482,-36.46,8.0,1594227485.8517365
483,-14.82,8.0,1594227485.8615127
484,12.59,8.0,1594227485.8712888
485,-2.28,8.0,1594227485.8810651
486,-24.01,8.0,1594227485.890841
487,-28.9,8.0,1594227485.9006171
488,-14.62,8.0,1594227485.9103932
489,7.52,8.0,1594227485.9201696
490,27.29,8.0,1594227485.9299455
491,14.11,8.0,1594227485.9397216
492,-19.74,8.0,1594227485.9494975
493,-4.87,8.0,1594227485.9592738
494,1.74,8.0,1594227485.96905
495,4.57,8.0,1594227485.978826
496,1.13,8.0,1594227485.9886026
497,-5.73,8.0,1594227485.9983785
498,9.41,8.0,1594227486.0081544
499,19.23,8.0,1594227486.0179305
500,19.84,8.0,1594227486.0277064
501,-7.17,8.0,1594227486.0374827
502,-9.59,8.0,1594227486.0472589
503,9.28,8.0,1594227486.057035
504,0.15,8.0,1594227486.0668108
505,0.76,8.0,1594227486.0765872
506,-3.09,8.0,1594227486.0863633
507,-18.59,8.0,1594227486.0961394
508,-3.21,8.0,1594227486.1059155
509,16.1,8.0,1594227486.1156914
510,26.27,8.0,1594227486.1254678
511,-10.35,8.0,1594227486.135244
512,-11.94,8.0,1594227486.14502
513,-17.82,8.0,1594227486.1547961
514,-5.14,8.0,1594227486.1645722
515,22.31,8.0,1594227486.1743484
516,7.56,8.0,1594227486.1841245
517,-38.62,8.0,1594227486.1939006
518,-35.28,8.0,1594227486.2036767
519,6.76,8.0,1594227486.2134528
520,17.42,8.0,1594227486.223229
521,10.61,8.0,1594227486.233005
522,11.44,8.0,1594227486.2427812
523,-7.37,8.0,1594227486.2525573
524,-12.87,8.0,1594227486.2623336
525,16.35,8.0,1594227486.2721095
526,-12.85,8.0,1594227486.2818856
527,-12.53,8.0,1594227486.2916615
528,2.29,8.0,1594227486.301438
529,4.71,8.0,1594227486.311214
530,-1.52,8.0,1594227486.32099
531,-1.09,8.0,1594227486.3307662
532,-16.0,8.0,1594227486.3405426
533,-4.55,8.0,1594227486.3503187
534,22.54,8.0,1594227486.3600945
535,30.01,8.0,1594227486.3698707
536,8.81,8.0,1594227486.3796468
537,-0.77,8.0,1594227486.3894231
538,-20.62,8.0,1594227486.399199
539,35.54,8.0,1594227486.4089751
540,38.1,8.0,1594227486.4187512
541,6.96,8.0,1594227486.4285276
542,-54.91,8.0,1594227486.4383035
543,-30.61,8.0,1594227486.4480796
544,-38.06,8.0,1594227486.4578555
545,52.64,8.0,1594227486.4676318
546,43.66,8.0,1594227486.477408
547,-27.46,8.0,1594227486.487184
548,-10.25,8.0,1594227486.4969602
549,32.92,8.0,1594227486.5067365
550,72.67,8.0,1594227486.5165124
551,53.56,8.0,1594227486.5262885
552,13.39,8.0,1594227486.5360644
553,-8.21,8.0,1594227486.5458407
554,-0.9,8.0,1594227486.5556169
555,28.57,8.0,1594227486.565393
556,37.91,8.0,1594227486.5751688
557,15.88,8.0,1594227486.5849452
558,-11.06,8.0,1594227486.5947213
559,-9.92,8.0,1594227486.6044974
560,-24.97,8.0,1594227486.6142735
561,-31.32,8.0,1594227486.6240494
562,-41.67,8.0,1594227486.6338258
563,-24.13,8.0,1594227486.643602
564,-6.14,8.0,1594227486.653378
565,-21.89,8.0,1594227486.663154
566,-29.56,8.0,1594227486.6729302
567,-29.45,8.0,1594227486.6827064
568,-3.69,8.0,1594227486.6924825
569,24.77,8.0,1594227486.7022586
570,8.07,8.0,1594227486.7120347
571,-11.02,8.0,1594227486.7218108
572,-24.43,8.0,1594227486.731587
573,-40.26,8.0,1594227486.741363
574,-29.48,8.0,1594227486.7511392
575,-0.21,8.0,1594227486.7609153
576,-17.78,8.0,1594227486.7706914
577,-53.2,8.0,1594227486.7804675
578,-32.74,8.0,1594227486.7902436
579,-9.43,8.0,1594227486.8000195
580,13.83,8.0,1594227486.809796
581,7.28,8.0,1594227486.819572
582,3.79,8.0,1594227486.829348
583,-35.65,8.0,1594227486.8391242
584,-19.85,8.0,1594227486.8489006
585,16.08,8.0,1594227486.8586767
586,9.27,8.0,1594227486.8684525
587,14.54,8.0,1594227486.8782287
588,14.47,8.0,1594227486.8880048
589,9.91,8.0,1594227486.8977811
590,22.18,8.0,1594227486.907557
591,30.06,8.0,1594227486.9173331
592,6.22,8.0,1594227486.9271092
593,-0.37,8.0,1594227486.9368856
594,13.5,8.0,1594227486.9466615
595,6.51,8.0,1594227486.9564376
596,-10.7,8.0,1594227486.9662135
597,-11.79,8.0,1594227486.9759898
598,-12.81,8.0,1594227486.985766
599,-1.9,8.0,1594227486.995542
600,13.43,8.0,1594227487.0053182
601,33.14,8.0,1594227487.0150945
602,7.45,8.0,1594227487.0248704
603,-14.47,8.0,1594227487.0346465
604,-24.43,8.0,1594227487.0444224
605,-3.83,8.0,1594227487.0541987
606,17.14,8.0,1594227487.0639749
607,7.98,8.0,1594227487.073751
608,-5.61,8.0,1594227487.0835268
609,6.28,8.0,1594227487.0933032
610,13.1,8.0,1594227487.1030793
611,17.97,8.0,1594227487.1128554
612,-53.18,8.0,1594227487.1226315
613,18.46,8.0,1594227487.1324074
614,-3.03,8.0,1594227487.1421838
615,-19.46,8.0,1594227487.15196
616,-19.61,8.0,1594227487.161736
617,-34.61,8.0,1594227487.171512
618,-7.59,8.0,1594227487.1812882
619,12.66,8.0,1594227487.1910644
620,27.15,8.0,1594227487.2008405
621,-4.4,8.0,1594227487.2106164
622,-14.18,8.0,1594227487.2203927
623,-7.45,8.0,1594227487.2301688
624,-1.54,8.0,1594227487.239945
625,30.95,8.0,1594227487.249721
626,30.68,8.0,1594227487.2594972
627,14.11,8.0,1594227487.2692733
628,-5.25,8.0,1594227487.2790494
629,-16.43,8.0,1594227487.2888255
630,-18.03,8.0,1594227487.2986016
631,0.87,8.0,1594227487.3083775
632,7.68,8.0,1594227487.3181539
633,18.23,8.0,1594227487.32793
634,36.38,8.0,1594227487.337706
635,8.79,8.0,1594227487.3474822
636,-4.36,8.0,1594227487.3572586
637,-20.02,8.0,1594227487.3670347
638,-11.25,8.0,1594227487.3768106
639,23.07,8.0,1594227487.3865867
640,17.49,8.0,1594227487.3963628
641,5.06,8.0,1594227487.4061394
642,-1.97,8.0,1594227487.415915
643,25.73,8.0,1594227487.4256911
644,-11.34,8.0,1594227487.4354672
645,-45.17,8.0,1594227487.4452436
646,-9.89,8.0,1594227487.4550195
647,-39.95,8.0,1594227487.4647956
648,-17.42,8.0,1594227487.4745715
649,-1.51,8.0,1594227487.4843473
650,26.62,8.0,1594227487.494124
651,22.04,8.0,1594227487.5039
652,-17.57,8.0,1594227487.5136762
653,-57.75,8.0,1594227487.5234525
654,-14.58,8.0,1594227487.5332284
655,14.18,8.0,1594227487.5430045
656,10.85,8.0,1594227487.5527804
657,13.83,8.0,1594227487.5625567
658,21.15,8.0,1594227487.5723329
659,15.03,8.0,1594227487.582109
660,4.06,8.0,1594227487.5918849
661,-4.25,8.0,1594227487.6016614
662,-10.15,8.0,1594227487.6114373
663,5.93,8.0,1594227487.6212134
664,21.97,8.0,1594227487.6309896
665,4.58,8.0,1594227487.6407654
666,-15.72,8.0,1594227487.6505418
667,-35.6,8.0,1594227487.660318
668,-29.98,8.0,1594227487.670094
669,-1.76,8.0,1594227487.67987
670,19.17,8.0,1594227487.6896462
671,16.55,8.0,1594227487.6994224
672,2.09,8.0,1594227487.7091985
673,-13.96,8.0,1594227487.7189744
674,-1.79,8.0,1594227487.7287507
675,-2.83,8.0,1594227487.7385268
676,9.42,8.0,1594227487.748303
677,-10.79,8.0,1594227487.7580788
678,-20.03,8.0,1594227487.7678552
679,-5.2,8.0,1594227487.7776313
680,40.09,8.0,1594227487.7874074
681,24.79,8.0,1594227487.7971835
682,1.96,8.0,1594227487.8069596
683,-1.41,8.0,1594227487.8167355
684,14.96,8.0,1594227487.8265119
685,27.76,8.0,1594227487.836288
686,16.55,8.0,1594227487.846064
687,-21.51,8.0,1594227487.8558402
688,-42.63,8.0,1594227487.8656163
689,0.01,8.0,1594227487.8753927
690,-10.88,8.0,1594227487.8851686
691,2.49,8.0,1594227487.8949447
692,63.02,8.0,1594227487.9047208
693,0.02,8.0,1594227487.9144974
694,-2.66,8.0,1594227487.924273
695,-22.49,8.0,1594227487.9340491
696,4.67,8.0,1594227487.9438252
697,-18.32,8.0,1594227487.9536016
698,-37.39,8.0,1594227487.9633775
699,-33.28,8.0,1594227487.9731536
700,16.09,8.0,1594227487.9829295
701,27.17,8.0,1594227487.9927056
702,-4.28,8.0,1594227488.002482
703,-71.27,8.0,1594227488.012258
704,-1.04,8.0,1594227488.0220342
705,-396.05,8.0,1594227488.0318105
706,381.93,8.0,1594227488.0415866
707,50.38,8.0,1594227488.0513625
708,-28.48,8.0,1594227488.0611384
709,-17.62,8.0,1594227488.0709147
710,11.47,8.0,1594227488.0806909
711,15.96,8.0,1594227488.090467
712,-4.39,8.0,1594227488.1002429
713,-13.43,8.0,1594227488.1100194
714,10.8,8.0,1594227488.1197953
715,15.96,8.0,1594227488.1295714
716,42.04,8.0,1594227488.1393476
717,48.91,8.0,1594227488.1491234
718,-29.43,8.0,1594227488.1588998
719,-150.95,8.0,1594227488.168676
720,-209.86,8.0,1594227488.178452
721,258.92,8.0,1594227488.188228
722,60.83,8.0,1594227488.1980042
