,amplitude,label,time [s]
116,9.68,8.0,1594226278.3200095
117,-5.02,8.0,1594226278.3297856
118,-3.97,8.0,1594226278.3395615
119,10.6,8.0,1594226278.3493376
120,2.24,8.0,1594226278.3591142
121,12.73,8.0,1594226278.36889
122,14.56,8.0,1594226278.3786662
123,-14.88,8.0,1594226278.3884425
124,-3.75,8.0,1594226278.3982186
125,-34.26,8.0,1594226278.4079945
126,-14.91,8.0,1594226278.4177706
127,26.93,8.0,1594226278.4275467
128,11.16,8.0,1594226278.4373224
129,6.7,8.0,1594226278.447099
130,-6.56,8.0,1594226278.456875
131,5.21,8.0,1594226278.4666512
132,-7.6,8.0,1594226278.4764273
133,27.36,8.0,1594226278.4862034
134,27.32,8.0,1594226278.4959795
135,-6.13,8.0,1594226278.5057554
136,-42.94,8.0,1594226278.5155318
137,-12.17,8.0,1594226278.525308
138,-3.74,8.0,1594226278.535084
139,-5.9,8.0,1594226278.54486
140,-9.18,8.0,1594226278.5546362
141,21.04,8.0,1594226278.5644126
142,-5.86,8.0,1594226278.5741885
143,-24.31,8.0,1594226278.5839643
144,-7.56,8.0,1594226278.5937407
145,36.29,8.0,1594226278.6035168
146,56.01,8.0,1594226278.613293
147,-13.25,8.0,1594226278.623069
148,-3.21,8.0,1594226278.6328454
149,-18.66,8.0,1594226278.6426213
150,-22.52,8.0,1594226278.6523974
151,-40.08,8.0,1594226278.6621735
152,0.33,8.0,1594226278.6719494
153,27.19,8.0,1594226278.6817255
154,38.94,8.0,1594226278.6915019
155,-5.63,8.0,1594226278.701278
156,-6.16,8.0,1594226278.7110536
157,9.84,8.0,1594226278.7208302
158,12.4,8.0,1594226278.7306066
159,-30.73,8.0,1594226278.7403824
160,-23.87,8.0,1594226278.7501585
161,-28.05,8.0,1594226278.7599347
162,-11.38,8.0,1594226278.7697108
163,12.8,8.0,1594226278.779487
164,6.67,8.0,1594226278.789263
165,11.72,8.0,1594226278.7990394
166,19.97,8.0,1594226278.8088152
167,29.91,8.0,1594226278.8185914
168,0.82,8.0,1594226278.8283675
169,19.88,8.0,1594226278.8381436
170,22.19,8.0,1594226278.8479195
171,10.65,8.0,1594226278.8576958
172,-0.01,8.0,1594226278.8674722
173,11.5,8.0,1594226278.877248
174,-7.48,8.0,1594226278.8870242
175,-8.57,8.0,1594226278.8968005
176,-4.32,8.0,1594226278.9065766
177,16.3,8.0,1594226278.9163525
178,-25.11,8.0,1594226278.9261286
179,-25.55,8.0,1594226278.9359047
180,-25.77,8.0,1594226278.9456804
181,-12.06,8.0,1594226278.955457
182,-9.68,8.0,1594226278.965233
183,-13.58,8.0,1594226278.9750092
184,-31.5,8.0,1594226278.984785
185,-29.21,8.0,1594226278.9945614
186,-24.76,8.0,1594226279.0043375
187,-26.89,8.0,1594226279.0141134
188,23.86,8.0,1594226279.0238898
189,28.83,8.0,1594226279.0336661
190,27.52,8.0,1594226279.043442
191,1.71,8.0,1594226279.053218
192,-0.85,8.0,1594226279.0629942
193,-1.78,8.0,1594226279.0727706
194,6.05,8.0,1594226279.0825465
195,-6.22,8.0,1594226279.0923223
196,11.16,8.0,1594226279.102099
197,-7.14,8.0,1594226279.1118748
198,-10.59,8.0,1594226279.121651
199,-11.17,8.0,1594226279.131427
200,17.33,8.0,1594226279.1412034
201,11.04,8.0,1594226279.1509793
202,-1.01,8.0,1594226279.1607554
203,6.88,8.0,1594226279.1705315
204,10.1,8.0,1594226279.1803074
205,-10.62,8.0,1594226279.1900835
206,-10.44,8.0,1594226279.1998599
207,-15.14,8.0,1594226279.209636
208,-16.92,8.0,1594226279.2194116
209,-7.32,8.0,1594226279.2291882
210,-5.16,8.0,1594226279.2389646
211,6.07,8.0,1594226279.2487404
212,2.09,8.0,1594226279.2585163
213,10.91,8.0,1594226279.2682927
214,13.82,8.0,1594226279.2780688
215,8.32,8.0,1594226279.287845
216,-13.76,8.0,1594226279.297621
217,4.6,8.0,1594226279.3073974
218,-13.83,8.0,1594226279.3171732
219,2.13,8.0,1594226279.3269494
220,3.67,8.0,1594226279.3367255
221,-0.78,8.0,1594226279.3465016
222,-7.35,8.0,1594226279.3562775
223,18.54,8.0,1594226279.3660538
224,-27.65,8.0,1594226279.3758302
225,1.28,8.0,1594226279.385606
226,40.44,8.0,1594226279.3953822
227,32.82,8.0,1594226279.4051585
228,-16.94,8.0,1594226279.4149346
229,-5.39,8.0,1594226279.4247105
230,-12.02,8.0,1594226279.4344866
231,-25.7,8.0,1594226279.4442627
232,-0.52,8.0,1594226279.4540384
233,9.95,8.0,1594226279.463815
234,-9.28,8.0,1594226279.473591
235,-23.26,8.0,1594226279.4833672
236,9.18,8.0,1594226279.493143
237,1.71,8.0,1594226279.5029194
238,6.99,8.0,1594226279.5126956
239,14.09,8.0,1594226279.5224714
240,23.31,8.0,1594226279.5322475
241,24.69,8.0,1594226279.5420241
242,15.6,8.0,1594226279.5518
243,5.59,8.0,1594226279.561576
244,29.62,8.0,1594226279.5713522
245,16.8,8.0,1594226279.5811286
246,4.28,8.0,1594226279.5909045
247,-20.79,8.0,1594226279.6006804
248,-3.21,8.0,1594226279.610457
249,-18.62,8.0,1594226279.6202328
250,1.48,8.0,1594226279.630009
251,11.7,8.0,1594226279.639785
252,-1.18,8.0,1594226279.6495614
253,9.03,8.0,1594226279.6593373
254,5.66,8.0,1594226279.6691134
255,-13.14,8.0,1594226279.6788895
256,-13.69,8.0,1594226279.6886654
257,-9.73,8.0,1594226279.6984415
258,-10.46,8.0,1594226279.7082179
259,-10.89,8.0,1594226279.717994
260,0.18,8.0,1594226279.7277699
261,13.0,8.0,1594226279.7375462
262,3.85,8.0,1594226279.7473226
263,22.35,8.0,1594226279.7570984
264,-1.35,8.0,1594226279.7668743
265,-1.76,8.0,1594226279.7766507
266,-28.88,8.0,1594226279.7864268
267,-6.33,8.0,1594226279.796203
268,8.83,8.0,1594226279.805979
269,15.46,8.0,1594226279.8157554
270,-16.11,8.0,1594226279.8255312
271,6.26,8.0,1594226279.8353074
272,21.09,8.0,1594226279.8450835
273,9.28,8.0,1594226279.8548596
274,-8.46,8.0,1594226279.8646355
275,1.18,8.0,1594226279.8744118
276,-12.91,8.0,1594226279.8841882
277,15.54,8.0,1594226279.893964
278,3.33,8.0,1594226279.9037402
279,-8.66,8.0,1594226279.9135165
280,-6.22,8.0,1594226279.9232926
281,-20.64,8.0,1594226279.9330685
282,-9.89,8.0,1594226279.9428446
283,-12.93,8.0,1594226279.9526207
284,26.2,8.0,1594226279.9623964
285,21.08,8.0,1594226279.972173
286,11.37,8.0,1594226279.981949
287,-20.09,8.0,1594226279.9917252
288,-26.73,8.0,1594226280.001501
289,-23.24,8.0,1594226280.0112774
290,1.79,8.0,1594226280.0210536
291,13.72,8.0,1594226280.0308294
292,17.7,8.0,1594226280.0406055
293,-16.2,8.0,1594226280.0503821
294,-14.28,8.0,1594226280.060158
295,-9.05,8.0,1594226280.069934
296,18.93,8.0,1594226280.0797102
297,9.2,8.0,1594226280.0894866
298,33.15,8.0,1594226280.0992625
299,28.67,8.0,1594226280.1090386
300,18.18,8.0,1594226280.118815
301,-2.62,8.0,1594226280.1285908
302,18.89,8.0,1594226280.138367
303,10.48,8.0,1594226280.148143
304,-37.56,8.0,1594226280.1579196
305,-22.46,8.0,1594226280.1676953
306,-12.31,8.0,1594226280.1774714
307,-17.03,8.0,1594226280.1872475
308,-4.22,8.0,1594226280.1970234
309,37.85,8.0,1594226280.2067995
310,-5.79,8.0,1594226280.2165759
311,-56.16,8.0,1594226280.226352
312,-37.56,8.0,1594226280.2361279
313,15.32,8.0,1594226280.2459042
314,19.35,8.0,1594226280.2556806
315,51.89,8.0,1594226280.2654564
316,20.55,8.0,1594226280.2752323
317,-10.65,8.0,1594226280.285009
318,-28.38,8.0,1594226280.2947848
319,-18.7,8.0,1594226280.304561
320,-20.74,8.0,1594226280.314337
321,22.4,8.0,1594226280.3241134
322,43.95,8.0,1594226280.3338892
323,15.31,8.0,1594226280.3436654
324,-20.47,8.0,1594226280.3534415
325,-37.71,8.0,1594226280.3632176
326,-29.17,8.0,1594226280.3729935
327,-7.66,8.0,1594226280.3827698
328,45.44,8.0,1594226280.3925462
329,29.86,8.0,1594226280.402322
330,-0.72,8.0,1594226280.4120982
331,-19.58,8.0,1594226280.4218745
332,-31.3,8.0,1594226280.4316506
333,-33.45,8.0,1594226280.4414265
334,1.21,8.0,1594226280.4512026
335,20.01,8.0,1594226280.4609787
336,39.25,8.0,1594226280.4707544
337,-2.14,8.0,1594226280.480531
338,-10.66,8.0,1594226280.490307
339,-23.55,8.0,1594226280.5000832
340,11.32,8.0,1594226280.509859
341,5.97,8.0,1594226280.5196354
342,29.13,8.0,1594226280.5294116
343,10.36,8.0,1594226280.5391874
344,-11.09,8.0,1594226280.5489638
345,-16.77,8.0,1594226280.5587401
346,-30.63,8.0,1594226280.568516
347,-2.2,8.0,1594226280.578292
348,13.99,8.0,1594226280.5880682
349,30.69,8.0,1594226280.5978446
350,23.55,8.0,1594226280.6076205
351,7.56,8.0,1594226280.6173966
352,-41.23,8.0,1594226280.6271727
353,-31.6,8.0,1594226280.6369488
354,-27.67,8.0,1594226280.646725
355,-10.12,8.0,1594226280.656501
356,3.41,8.0,1594226280.6662776
357,25.03,8.0,1594226280.6760533
358,-6.09,8.0,1594226280.6858294
359,-8.71,8.0,1594226280.6956055
360,-17.68,8.0,1594226280.7053814
361,-2.13,8.0,1594226280.7151575
362,1.09,8.0,1594226280.724934
363,41.17,8.0,1594226280.73471
364,15.73,8.0,1594226280.7444859
365,-3.84,8.0,1594226280.7542622
366,-15.55,8.0,1594226280.7640386
367,-9.14,8.0,1594226280.7738144
368,-3.52,8.0,1594226280.7835903
369,17.96,8.0,1594226280.793367
370,33.77,8.0,1594226280.8031428
371,15.59,8.0,1594226280.812919
372,15.06,8.0,1594226280.822695
373,13.37,8.0,1594226280.8324714
374,-20.11,8.0,1594226280.8422472
375,-28.84,8.0,1594226280.8520234
376,-9.7,8.0,1594226280.8617995
377,-13.89,8.0,1594226280.8715756
378,9.79,8.0,1594226280.8813515
379,-1.21,8.0,1594226280.8911278
380,-11.96,8.0,1594226280.900904
381,-25.77,8.0,1594226280.91068
382,-10.48,8.0,1594226280.9204562
383,-3.31,8.0,1594226280.9302325
384,24.14,8.0,1594226280.9400086
385,18.2,8.0,1594226280.9497845
386,16.37,8.0,1594226280.9595606
387,-11.32,8.0,1594226280.9693367
388,1.63,8.0,1594226280.9791124
389,-10.01,8.0,1594226280.988889
390,2.92,8.0,1594226280.998665
391,1.87,8.0,1594226281.0084412
392,10.08,8.0,1594226281.018217
393,9.64,8.0,1594226281.0279934
394,-15.67,8.0,1594226281.0377696
395,-20.4,8.0,1594226281.0475454
396,-21.51,8.0,1594226281.0573218
397,-7.97,8.0,1594226281.0670981
398,11.03,8.0,1594226281.076874
399,26.18,8.0,1594226281.08665
400,13.7,8.0,1594226281.0964262
401,-10.47,8.0,1594226281.1062026
402,-13.8,8.0,1594226281.1159785
403,-5.16,8.0,1594226281.1257546
404,-8.61,8.0,1594226281.1355307
405,16.37,8.0,1594226281.1453068
406,4.88,8.0,1594226281.155083
407,14.88,8.0,1594226281.164859
408,-9.44,8.0,1594226281.1746352
409,1.8,8.0,1594226281.1844113
410,1.32,8.0,1594226281.1941874
411,12.63,8.0,1594226281.2039635
412,22.05,8.0,1594226281.2137394
413,25.08,8.0,1594226281.2235155
414,11.55,8.0,1594226281.233292
415,0.37,8.0,1594226281.243068
416,-10.09,8.0,1594226281.2528439
417,14.42,8.0,1594226281.2626202
418,-2.0,8.0,1594226281.2723966
419,-13.51,8.0,1594226281.2821724
420,-4.72,8.0,1594226281.2919483
421,-7.32,8.0,1594226281.301725
422,7.83,8.0,1594226281.3115008
423,-20.67,8.0,1594226281.321277
424,-12.69,8.0,1594226281.331053
425,-20.23,8.0,1594226281.3408296
426,3.04,8.0,1594226281.3506052
427,-6.08,8.0,1594226281.3603814
428,8.99,8.0,1594226281.3701575
429,10.13,8.0,1594226281.3799336
430,2.96,8.0,1594226281.3897095
431,-18.0123,8.0,1594226281.3994858
432,10.47,8.0,1594226281.409262
433,-4.12,8.0,1594226281.419038
434,-16.42,8.0,1594226281.4288142
435,-11.56,8.0,1594226281.4385905
436,-8.86,8.0,1594226281.4483664
437,-5.34,8.0,1594226281.4581425
438,-21.15,8.0,1594226281.4679186
439,-16.73,8.0,1594226281.4776947
440,-4.69,8.0,1594226281.4874706
441,8.84,8.0,1594226281.497247
442,15.7,8.0,1594226281.507023
443,18.47,8.0,1594226281.5167992
444,0.67,8.0,1594226281.526575
445,-0.42,8.0,1594226281.5363517
446,-6.58,8.0,1594226281.5461276
447,8.7,8.0,1594226281.5559034
448,13.54,8.0,1594226281.5656798
449,9.5,8.0,1594226281.5754561
450,-4.7,8.0,1594226281.585232
451,-2.06,8.0,1594226281.595008
452,6.23,8.0,1594226281.6047845
453,4.77,8.0,1594226281.6145606
454,6.15,8.0,1594226281.6243365
455,22.91,8.0,1594226281.6341126
456,-14.68,8.0,1594226281.6438887
457,-8.94,8.0,1594226281.6536648
458,-29.39,8.0,1594226281.663441
459,-20.36,8.0,1594226281.673217
460,29.04,8.0,1594226281.6829932
461,13.37,8.0,1594226281.6927693
462,8.45,8.0,1594226281.7025454
463,-9.08,8.0,1594226281.7123215
464,5.28,8.0,1594226281.7220974
465,-9.36,8.0,1594226281.7318738
466,24.69,8.0,1594226281.74165
467,29.14,8.0,1594226281.751426
468,1.56,8.0,1594226281.7612019
469,-44.31,8.0,1594226281.7709782
470,-18.05,8.0,1594226281.7807546
471,-5.34,8.0,1594226281.7905304
472,0.61,8.0,1594226281.8003066
473,-14.29,8.0,1594226281.810083
474,21.25,8.0,1594226281.8198588
475,-0.34,8.0,1594226281.829635
476,-25.18,8.0,1594226281.839411
477,-13.4,8.0,1594226281.8491876
478,30.39,8.0,1594226281.8589633
479,61.87,8.0,1594226281.8687394
480,-5.0,8.0,1594226281.8785155
481,-8.13,8.0,1594226281.8882914
482,-17.34,8.0,1594226281.8980675
483,-20.45,8.0,1594226281.9078438
484,-39.58,8.0,1594226281.91762
485,-6.42,8.0,1594226281.927396
486,23.33,8.0,1594226281.9371722
487,42.4,8.0,1594226281.9469485
488,-2.33,8.0,1594226281.9567244
489,-6.5,8.0,1594226281.9665005
490,4.77,8.0,1594226281.9762766
491,18.08,8.0,1594226281.9860528
492,-27.95,8.0,1594226281.9958286
493,-23.69,8.0,1594226282.005605
494,-27.36,8.0,1594226282.015381
495,-13.0,8.0,1594226282.0251572
496,6.06,8.0,1594226282.034933
497,12.62,8.0,1594226282.0447097
498,5.4,8.0,1594226282.0544856
499,20.09,8.0,1594226282.0642614
500,30.19,8.0,1594226282.0740378
501,1.5,8.0,1594226282.0838141
502,17.8,8.0,1594226282.09359
503,22.75,8.0,1594226282.103366
504,11.81,8.0,1594226282.1131425
505,3.86,8.0,1594226282.1229186
506,6.49,8.0,1594226282.1326945
507,1.36,8.0,1594226282.1424706
508,-12.2,8.0,1594226282.1522467
509,-7.34,8.0,1594226282.1620224
510,15.17,8.0,1594226282.171799
511,-20.43,8.0,1594226282.181575
512,-26.76,8.0,1594226282.1913512
513,-23.73,8.0,1594226282.2011273
514,-15.4,8.0,1594226282.2109034
515,-9.01,8.0,1594226282.2206795
516,-12.33,8.0,1594226282.2304554
517,-28.3,8.0,1594226282.2402318
518,-30.15,8.0,1594226282.250008
519,-27.01,8.0,1594226282.259784
520,-25.18,8.0,1594226282.2695599
521,15.31,8.0,1594226282.2793362
522,30.0,8.0,1594226282.2891126
523,29.16,8.0,1594226282.2988884
524,3.6,8.0,1594226282.3086646
525,-1.05,8.0,1594226282.318441
526,-0.95,8.0,1594226282.3282168
527,6.58,8.0,1594226282.337993
528,-8.09,8.0,1594226282.347769
529,12.02,8.0,1594226282.3575456
530,-5.08,8.0,1594226282.3673213
531,-9.45,8.0,1594226282.3770974
532,-15.44,8.0,1594226282.3868735
533,17.4,8.0,1594226282.3966494
534,9.97,8.0,1594226282.4064255
535,2.18,8.0,1594226282.4162018
536,4.13,8.0,1594226282.425978
537,12.63,8.0,1594226282.4357538
538,-10.7,8.0,1594226282.4455302
539,-7.71,8.0,1594226282.4553065
540,-15.08,8.0,1594226282.4650824
541,-17.0,8.0,1594226282.4748585
542,-10.69,8.0,1594226282.4846346
543,-2.73,8.0,1594226282.4944108
544,-1.52,8.0,1594226282.5041866
545,9.73,8.0,1594226282.513963
546,4.88,8.0,1594226282.523739
547,14.86,8.0,1594226282.5335152
548,11.86,8.0,1594226282.543291
549,-13.61,8.0,1594226282.5530677
550,2.27,8.0,1594226282.5628436
551,-11.23,8.0,1594226282.5726194
552,1.18,8.0,1594226282.5823958
553,2.1,8.0,1594226282.5921721
554,2.44,8.0,1594226282.601948
555,-10.94,8.0,1594226282.6117241
556,20.68,8.0,1594226282.6215005
557,-27.03,8.0,1594226282.6312766
558,-1.16,8.0,1594226282.6410525
559,32.02,8.0,1594226282.6508286
560,42.38,8.0,1594226282.6606047
561,-15.87,8.0,1594226282.6703804
562,-4.74,8.0,1594226282.680157
563,-13.3,8.0,1594226282.689933
564,-21.61,8.0,1594226282.6997092
565,-8.62,8.0,1594226282.709485
566,14.3,8.0,1594226282.7192614
567,-9.33,8.0,1594226282.7290375
568,-21.09,8.0,1594226282.7388134
569,2.35,8.0,1594226282.7485898
570,7.21,8.0,1594226282.758366
571,1.68,8.0,1594226282.768142
572,16.69,8.0,1594226282.7779179
573,20.43,8.0,1594226282.7876945
574,25.84,8.0,1594226282.7974706
575,17.05,8.0,1594226282.8072464
576,5.14,8.0,1594226282.8170226
577,27.4,8.0,1594226282.826799
578,18.26,8.0,1594226282.8365748
579,8.02,8.0,1594226282.846351
580,-21.75,8.0,1594226282.856127
581,-1.46,8.0,1594226282.8659036
582,-21.21,8.0,1594226282.8756793
583,1.47,8.0,1594226282.8854554
584,8.85,8.0,1594226282.8952315
585,2.93,8.0,1594226282.9050074
586,3.68,8.0,1594226282.9147835
587,11.22,8.0,1594226282.9245598
588,-12.78,8.0,1594226282.934336
589,-11.06,8.0,1594226282.9441118
590,-15.01,8.0,1594226282.9538882
591,-6.98,8.0,1594226282.9636645
592,-12.67,8.0,1594226282.9734404
593,0.28,8.0,1594226282.9832165
594,10.73,8.0,1594226282.9929926
595,5.1,8.0,1594226283.0027688
596,19.73,8.0,1594226283.0125446
597,0.59,8.0,1594226283.022321
598,1.62,8.0,1594226283.032097
599,-27.87,8.0,1594226283.0418732
600,-11.63,8.0,1594226283.0516493
601,8.19,8.0,1594226283.0614257
602,18.32,8.0,1594226283.0712016
603,-16.39,8.0,1594226283.0809774
604,4.83,8.0,1594226283.0907538
605,18.21,8.0,1594226283.1005301
606,15.31,8.0,1594226283.110306
607,-11.01,8.0,1594226283.1200821
608,3.87,8.0,1594226283.1298585
609,-16.06,8.0,1594226283.1396346
610,15.0,8.0,1594226283.1494105
611,4.2,8.0,1594226283.1591866
612,-3.94,8.0,1594226283.1689627
613,-9.75,8.0,1594226283.1787386
614,-17.47,8.0,1594226283.188515
615,-13.11,8.0,1594226283.198291
616,-11.88,8.0,1594226283.2080672
617,19.51,8.0,1594226283.217843
618,24.47,8.0,1594226283.2276196
619,12.62,8.0,1594226283.2373955
620,-15.27,8.0,1594226283.2471714
621,-28.62,8.0,1594226283.2569478
622,-23.01,8.0,1594226283.266724
623,-1.81,8.0,1594226283.2765
624,10.47,8.0,1594226283.2862759
625,23.17,8.0,1594226283.2960525
626,-15.89,8.0,1594226283.3058286
627,-12.47,8.0,1594226283.3156044
628,-14.62,8.0,1594226283.3253806
629,18.98,8.0,1594226283.335157
630,7.51,8.0,1594226283.3449328
631,31.98,8.0,1594226283.354709
632,28.54,8.0,1594226283.364485
633,23.56,8.0,1594226283.3742616
634,-3.93,8.0,1594226283.3840373
635,17.85,8.0,1594226283.3938134
636,12.44,8.0,1594226283.4035895
637,-30.95,8.0,1594226283.4133654
638,-28.15,8.0,1594226283.4231415
639,-11.04,8.0,1594226283.4329178
640,-18.94,8.0,1594226283.442694
641,-4.56,8.0,1594226283.4524698
642,30.76,8.0,1594226283.4622462
643,6.96,8.0,1594226283.4720225
644,-52.07,8.0,1594226283.4817984
645,-46.76,8.0,1594226283.4915745
646,13.82,8.0,1594226283.5013506
647,14.52,8.0,1594226283.5111268
648,50.95,8.0,1594226283.5209026
649,24.92,8.0,1594226283.530679
650,-3.46,8.0,1594226283.540455
651,-29.73,8.0,1594226283.5502312
652,-18.34,8.0,1594226283.5600073
653,-24.77,8.0,1594226283.5697837
654,18.82,8.0,1594226283.5795596
655,40.49,8.0,1594226283.5893354
656,24.86,8.0,1594226283.5991118
657,-20.01,8.0,1594226283.6088881
658,-33.83,8.0,1594226283.618664
659,-32.74,8.0,1594226283.6284401
660,-13.01,8.0,1594226283.6382165
661,37.57,8.0,1594226283.6479926
662,38.74,8.0,1594226283.6577685
663,0.15,8.0,1594226283.6675446
664,-13.81,8.0,1594226283.6773207
665,-32.34,8.0,1594226283.6870966
666,-33.36,8.0,1594226283.696873
667,-5.56,8.0,1594226283.706649
668,17.38,8.0,1594226283.7164252
669,42.28,8.0,1594226283.726201
670,0.41,8.0,1594226283.7359776
671,-8.02,8.0,1594226283.7457535
672,-25.11,8.0,1594226283.7555294
673,7.97,8.0,1594226283.7653058
674,4.45,8.0,1594226283.775082
675,29.92,8.0,1594226283.784858
676,9.77,8.0,1594226283.7946339
677,-4.9,8.0,1594226283.8044102
678,-20.14,8.0,1594226283.8141866
679,-26.17,8.0,1594226283.8239625
680,-8.89,8.0,1594226283.8337386
681,12.37,8.0,1594226283.8435152
682,28.6,8.0,1594226283.8532908
683,27.9,8.0,1594226283.863067
684,8.9,8.0,1594226283.872843
685,-31.96,8.0,1594226283.8826196
686,-38.3,8.0,1594226283.8923953
687,-25.03,8.0,1594226283.9021714
688,-14.38,8.0,1594226283.9119475
689,-0.12,8.0,1594226283.9217234
690,25.74,8.0,1594226283.9314995
691,-3.05,8.0,1594226283.9412758
692,-7.89,8.0,1594226283.951052
693,-16.17,8.0,1594226283.9608278
694,-5.71,8.0,1594226283.9706042
695,-2.56,8.0,1594226283.9803805
696,39.51,8.0,1594226283.9901564
697,19.06,8.0,1594226283.9999325
698,1.91,8.0,1594226284.0097086
699,-18.97,8.0,1594226284.0194848
700,-7.52,8.0,1594226284.0292606
701,-6.67,8.0,1594226284.039037
702,16.21,8.0,1594226284.048813
703,31.25,8.0,1594226284.0585892
704,20.79,8.0,1594226284.0683653
705,10.73,8.0,1594226284.0781415
706,20.06,8.0,1594226284.0879176
707,-19.49,8.0,1594226284.0976934
708,-25.98,8.0,1594226284.1074698
709,-15.21,8.0,1594226284.1172464
710,-12.72,8.0,1594226284.127022
711,7.16,8.0,1594226284.1367981
712,2.58,8.0,1594226284.1465745
713,-12.16,8.0,1594226284.1563506
714,-24.9,8.0,1594226284.1661265
715,-13.41,8.0,1594226284.1759026
716,-5.49,8.0,1594226284.1856787
717,22.8,8.0,1594226284.1954546
718,19.89,8.0,1594226284.205231
719,17.37,8.0,1594226284.215007
720,-8.99,8.0,1594226284.2247832
721,-0.15,8.0,1594226284.2345593
722,-9.77,8.0,1594226284.2443357
723,2.27,8.0,1594226284.2541115
